PersonKey,DatasetId,RecordKey
2727,A,A-000002208
2727,B,B-000002212
2728,A,A-000002209
2728,B,B-000002213
2729,A,A-000002210
2729,B,B-000002214
2731,A,A-000002211
2731,B,B-000002215
2732,A,A-000002212
2732,B,B-000002216
2733,A,A-000002213
2733,B,B-000002217
2735,A,A-000002214
2735,B,B-000002218
2736,A,A-000002215
2736,B,B-000002219
2737,A,A-000002216
2737,B,B-000002220
2738,A,A-000002217
2738,B,B-000002221
2740,A,A-000002218
2740,B,B-000002222
2741,A,A-000002219
2741,B,B-000002223
2742,A,A-000002220
2742,B,B-000002224
2744,A,A-000002221
2744,B,B-000002225
2745,A,A-000002222
2745,B,B-000002226
2746,A,A-000002223
2746,B,B-000002227
2747,A,A-000002224
2747,B,B-000002228
2749,A,A-000002225
2749,B,B-000002229
2751,A,A-000002226
2751,B,B-000002230
2752,A,A-000002227
2752,B,B-000002231
2753,A,A-000002228
2753,B,B-000002232
2754,A,A-000002229
2754,B,B-000002233
2756,A,A-000002230
2756,B,B-000002234
2757,A,A-000002231
2757,B,B-000002235
2758,A,A-000002232
2758,B,B-000002236
2759,A,A-000002233
2759,B,B-000002237
2760,A,A-000002234
2760,B,B-000002238
2761,A,A-000002235
2761,B,B-000002239
2762,A,A-000002236
2762,B,B-000002240
2764,A,A-000002237
2764,B,B-000002241
2765,A,A-000002238
2765,B,B-000002242
2766,A,A-000002239
2766,B,B-000002243
2767,A,A-000002240
2767,B,B-000002244
2768,A,A-000002241
2768,B,B-000002245
2770,A,A-000002242
2770,B,B-000002246
2771,A,A-000002243
2771,B,B-000002247
2772,A,A-000002244
2772,B,B-000002248
2773,A,A-000002245
2773,B,B-000002249
2774,A,A-000002246
2774,B,B-000002250
2775,A,A-000002247
2775,B,B-000002251
2777,A,A-000002248
2777,B,B-000002252
2778,A,A-000002249
2778,B,B-000002253
2779,A,A-000002250
2779,B,B-000002254
2780,A,A-000002251
2780,B,B-000002255
2781,A,A-000002252
2781,B,B-000002256
2783,B,B-000002257
2784,A,A-000002253
2784,B,B-000002258
2785,A,A-000002254
2785,B,B-000002259
2786,A,A-000002255
2786,B,B-000002260
2787,A,A-000002256
2787,B,B-000002261
2789,A,A-000002257
2789,B,B-000002262
2792,A,A-000002258
2792,B,B-000002263
2795,A,A-000002259
2795,B,B-000002264
2796,A,A-000002260
2796,B,B-000002265
2797,A,A-000002261
2797,B,B-000002266
2798,A,A-000002262
2798,B,B-000002267
2799,A,A-000002263
2799,B,B-000002268
2802,A,A-000002264
2802,B,B-000002269
2804,A,A-000002265
2804,B,B-000002270
2807,A,A-000002266
2807,B,B-000002271
2808,A,A-000002267
2808,B,B-000002272
2811,A,A-000002268
2811,B,B-000002273
2812,A,A-000002269
2812,B,B-000002274
2813,A,A-000002270
2813,B,B-000002275
2814,A,A-000002271
2814,B,B-000002276
2815,A,A-000002272
2815,B,B-000002277
2816,A,A-000002273
2816,B,B-000002278
2818,A,A-000002274
2818,B,B-000002279
2819,A,A-000002275
2819,B,B-000002280
2820,A,A-000002276
2820,B,B-000002281
2822,A,A-000002277
2822,B,B-000002282
2823,A,A-000002278
2823,B,B-000002283
2825,A,A-000002279
2825,B,B-000002284
2826,A,A-000002280
2826,B,B-000002285
2827,A,A-000002281
2827,B,B-000002286
2828,A,A-000002282
2828,B,B-000002287
2830,A,A-000002283
2830,B,B-000002288
2831,A,A-000002284
2831,B,B-000002289
2832,A,A-000002285
2832,B,B-000002290
2833,A,A-000002286
2833,B,B-000002291
2834,A,A-000002287
2834,B,B-000002292
2836,A,A-000002288
2836,B,B-000002293
2838,A,A-000002289
2838,B,B-000002294
2839,A,A-000002290
2839,B,B-000002295
2840,A,A-000002291
2840,B,B-000002296
2841,A,A-000002292
2841,B,B-000002297
2842,A,A-000002293
2842,B,B-000002298
2843,A,A-000002294
2843,B,B-000002299
2844,A,A-000002295
2844,B,B-000002300
2845,A,A-000002296
2845,B,B-000002301
2847,A,A-000002297
2847,B,B-000002302
2848,A,A-000002298
2848,B,B-000002303
2849,A,A-000002299
2849,B,B-000002304
2850,A,A-000002300
2850,B,B-000002305
2851,A,A-000002301
2851,B,B-000002306
2852,A,A-000002302
2852,B,B-000002307
2853,A,A-000002303
2853,B,B-000002308
2854,A,A-000002304
2854,B,B-000002309
2855,A,A-000002305
2855,B,B-000002310
2857,A,A-000002306
2857,B,B-000002311
2858,A,A-000002307
2858,B,B-000002312
2860,A,A-000002308
2860,B,B-000002313
2862,A,A-000002309
2862,B,B-000002314
2863,A,A-000002310
2863,B,B-000002315
2864,A,A-000002311
2864,B,B-000002316
2865,A,A-000002312
2865,B,B-000002317
2866,A,A-000002313
2866,B,B-000002318
2867,A,A-000002314
2867,B,B-000002319
2869,A,A-000002315
2869,B,B-000002320
2870,A,A-000002316
2870,B,B-000002321
2871,A,A-000002317
2871,B,B-000002322
2872,A,A-000002318
2872,B,B-000002323
2873,A,A-000002319
2873,B,B-000002324
2874,A,A-000002320
2874,B,B-000002325
2875,A,A-000002321
2875,B,B-000002326
2876,A,A-000002322
2876,B,B-000002327
2877,A,A-000002323
2877,B,B-000002328
2878,A,A-000002324
2878,B,B-000002329
2879,A,A-000002325
2879,B,B-000002330
2881,A,A-000002326
2881,B,B-000002331
2882,A,A-000002327
2882,B,B-000002332
2884,A,A-000002328
2884,B,B-000002333
2885,A,A-000002329
2885,B,B-000002334
2886,A,A-000002330
2886,B,B-000002335
2887,A,A-000002331
2887,B,B-000002336
2889,A,A-000002332
2889,B,B-000002337
2890,A,A-000002333
2890,B,B-000002338
2891,A,A-000002334
2891,B,B-000002339
2893,A,A-000002335
2893,B,B-000002340
2894,A,A-000002336
2894,B,B-000002341
2897,A,A-000002337
2897,B,B-000002342
2898,A,A-000002338
2898,B,B-000002343
2901,A,A-000002339
2901,B,B-000002344
2902,A,A-000002340
2902,B,B-000002345
2903,A,A-000002341
2903,B,B-000002346
2904,A,A-000002342
2904,B,B-000002347
2905,A,A-000002343
2905,B,B-000002348
2906,A,A-000002344
2906,B,B-000002349
2907,A,A-000002345
2907,B,B-000002350
2908,A,A-000002346
2908,B,B-000002351
2909,A,A-000002347
2909,B,B-000002352
2911,A,A-000002348
2911,B,B-000002353
2912,A,A-000002349
2912,B,B-000002354
2913,A,A-000002350
2913,B,B-000002355
2914,A,A-000002351
2914,B,B-000002356
2915,A,A-000002352
2915,B,B-000002357
2916,A,A-000002353
2916,B,B-000002358
2917,A,A-000002354
2917,B,B-000002359
2918,A,A-000002355
2918,B,B-000002360
2920,A,A-000002356
2920,B,B-000002361
2921,A,A-000002357
2921,B,B-000002362
2922,A,A-000002358
2922,B,B-000002363
2924,A,A-000002359
2924,B,B-000002364
2928,A,A-000002360
2928,B,B-000002365
2929,A,A-000002361
2929,B,B-000002366
2930,A,A-000002362
2930,B,B-000002367
2931,A,A-000002363
2931,B,B-000002368
2932,A,A-000002364
2932,B,B-000002369
2933,A,A-000002365
2933,B,B-000002370
2935,A,A-000002366
2935,B,B-000002371
2936,A,A-000002367
2936,B,B-000002372
2937,A,A-000002368
2937,B,B-000002373
2938,A,A-000002369
2938,B,B-000002374
2939,A,A-000002370
2939,B,B-000002375
2940,A,A-000002371
2940,B,B-000002376
2943,A,A-000002372
2943,B,B-000002377
2944,A,A-000002373
2944,B,B-000002378
2946,A,A-000002374
2946,B,B-000002379
2947,A,A-000002375
2947,B,B-000002380
2948,A,A-000002376
2948,B,B-000002381
2949,A,A-000002377
2949,B,B-000002382
2950,A,A-000002378
2950,B,B-000002383
2951,A,A-000002379
2951,B,B-000002384
2952,A,A-000002380
2952,B,B-000002385
2953,A,A-000002381
2953,B,B-000002386
2954,A,A-000002382
2954,B,B-000002387
2955,A,A-000002383
2955,B,B-000002388
2956,A,A-000002384
2956,B,B-000002389
2957,A,A-000002385
2957,B,B-000002390
2958,A,A-000002386
2958,B,B-000002391
2959,A,A-000002387
2959,B,B-000002392
2960,A,A-000002388
2960,B,B-000002393
2961,A,A-000002389
2961,B,B-000002394
2962,A,A-000002390
2962,B,B-000002395
2964,A,A-000002391
2964,B,B-000002396
2965,A,A-000002392
2965,B,B-000002397
2966,A,A-000002393
2966,B,B-000002398
2967,A,A-000002394
2967,B,B-000002399
2968,A,A-000002395
2968,B,B-000002400
2969,A,A-000002396
2969,B,B-000002401
2971,A,A-000002397
2971,B,B-000002402
2972,A,A-000002398
2972,B,B-000002403
2973,A,A-000002399
2973,B,B-000002404
2975,A,A-000002400
2975,B,B-000002405
2976,A,A-000002401
2976,B,B-000002406
2977,A,A-000002402
2977,B,B-000002407
2978,A,A-000002403
2978,B,B-000002408
2979,A,A-000002404
2979,B,B-000002409
2980,A,A-000002405
2980,B,B-000002410
2981,A,A-000002406
2981,B,B-000002411
2983,A,A-000002407
2983,B,B-000002412
2984,A,A-000002408
2984,B,B-000002413
2985,A,A-000002409
2985,B,B-000002414
2986,A,A-000002410
2986,B,B-000002415
2987,A,A-000002411
2987,B,B-000002416
2988,A,A-000002412
2988,B,B-000002417
2989,A,A-000002413
2989,B,B-000002418
2990,A,A-000002414
2990,B,B-000002419
2991,A,A-000002415
2991,B,B-000002420
2992,A,A-000002416
2992,B,B-000002421
2993,A,A-000002417
2993,B,B-000002422
2995,A,A-000002418
2995,B,B-000002423
2996,A,A-000002419
2996,B,B-000002424
2997,A,A-000002420
2997,B,B-000002425
2998,A,A-000002421
2998,B,B-000002426
2999,A,A-000002422
2999,B,B-000002427
3000,A,A-000002423
3000,B,B-000002428
3001,A,A-000002424
3001,B,B-000002429
3002,A,A-000002425
3002,B,B-000002430
3003,A,A-000002426
3003,B,B-000002431
3004,A,A-000002427
3004,B,B-000002432
3006,A,A-000002428
3006,B,B-000002433
3008,A,A-000002429
3008,B,B-000002434
3009,A,A-000002430
3009,B,B-000002435
3011,A,A-000002431
3011,B,B-000002436
3012,A,A-000002432
3012,B,B-000002437
3013,A,A-000002433
3013,B,B-000002438
3014,A,A-000002434
3014,B,B-000002439
3015,A,A-000002435
3015,B,B-000002440
3016,A,A-000002436
3016,B,B-000002441
3017,A,A-000002437
3017,B,B-000002442
3018,A,A-000002438
3018,B,B-000002443
3019,A,A-000002439
3019,B,B-000002444
3021,A,A-000002440
3021,B,B-000002445
3022,A,A-000002441
3022,B,B-000002446
3023,A,A-000002442
3023,B,B-000002447
3025,A,A-000002443
3025,B,B-000002448
3026,A,A-000002444
3026,B,B-000002449
3027,A,A-000002445
3027,B,B-000002450
3028,A,A-000002446
3028,B,B-000002451
3029,A,A-000002447
3029,B,B-000002452
3030,A,A-000002448
3030,B,B-000002453
3031,A,A-000002449
3031,B,B-000002454
3032,A,A-000002450
3032,B,B-000002455
3034,A,A-000002451
3034,B,B-000002456
3035,A,A-000002452
3035,B,B-000002457
3036,A,A-000002453
3036,B,B-000002458
3037,A,A-000002454
3037,B,B-000002459
3038,A,A-000002455
3038,B,B-000002460
3039,A,A-000002456
3039,B,B-000002461
3040,A,A-000002457
3040,B,B-000002462
3041,A,A-000002458
3041,B,B-000002463
3042,A,A-000002459
3042,B,B-000002464
3043,A,A-000002460
3043,B,B-000002465
3046,A,A-000002461
3046,B,B-000002466
3048,A,A-000002462
3048,B,B-000002467
3049,A,A-000002463
3049,B,B-000002468
3050,A,A-000002464
3050,B,B-000002469
3051,A,A-000002465
3051,B,B-000002470
3052,A,A-000002466
3052,B,B-000002471
3053,A,A-000002467
3053,B,B-000002472
3056,A,A-000002468
3056,B,B-000002473
3057,A,A-000002469
3057,B,B-000002474
3058,A,A-000002470
3058,B,B-000002475
3059,A,A-000002471
3059,B,B-000002476
3060,A,A-000002472
3060,B,B-000002477
3061,A,A-000002473
3061,B,B-000002478
3062,A,A-000002474
3062,B,B-000002479
3063,A,A-000002475
3063,B,B-000002480
3064,A,A-000002476
3064,B,B-000002481
3065,A,A-000002477
3065,B,B-000002482
3067,A,A-000002478
3067,B,B-000002483
3069,A,A-000002479
3069,B,B-000002484
3070,A,A-000002480
3070,B,B-000002485
3071,A,A-000002481
3071,B,B-000002486
3073,A,A-000002482
3073,B,B-000002487
3075,A,A-000002483
3075,B,B-000002488
3078,A,A-000002484
3078,B,B-000002489
3079,A,A-000002485
3079,B,B-000002490
3080,A,A-000002486
3080,B,B-000002491
3081,A,A-000002487
3081,B,B-000002492
3082,A,A-000002488
3082,B,B-000002493
3083,A,A-000002489
3083,B,B-000002494
3086,A,A-000002490
3086,B,B-000002495
3087,A,A-000002491
3087,B,B-000002496
3088,A,A-000002492
3088,B,B-000002497
3090,A,A-000002493
3090,B,B-000002498
3091,A,A-000002494
3091,B,B-000002499
3092,A,A-000002495
3092,B,B-000002500
3093,A,A-000002496
3093,B,B-000002501
3094,A,A-000002497
3094,B,B-000002502
3096,A,A-000002498
3096,B,B-000002503
3097,A,A-000002499
3097,B,B-000002504
3098,A,A-000002500
3098,B,B-000002505
3099,A,A-000002501
3099,B,B-000002506
3100,A,A-000002502
3100,B,B-000002507
3101,A,A-000002503
3101,B,B-000002508
3103,A,A-000002504
3103,B,B-000002509
3104,A,A-000002505
3104,B,B-000002510
3105,A,A-000002506
3105,B,B-000002511
3108,A,A-000002507
3108,B,B-000002512
3109,A,A-000002508
3109,B,B-000002513
3110,A,A-000002509
3110,B,B-000002514
3111,A,A-000002510
3111,B,B-000002515
3112,B,B-000002516
3113,A,A-000002511
3113,B,B-000002517
3114,A,A-000002512
3114,B,B-000002518
3115,A,A-000002513
3115,B,B-000002519
3116,A,A-000002514
3116,B,B-000002520
3117,A,A-000002515
3117,B,B-000002521
3118,A,A-000002516
3118,B,B-000002522
3120,A,A-000002517
3120,B,B-000002523
3121,A,A-000002518
3121,B,B-000002524
3122,A,A-000002519
3122,B,B-000002525
3123,A,A-000002520
3123,B,B-000002526
3124,A,A-000002521
3124,B,B-000002527
3125,A,A-000002522
3125,B,B-000002528
3127,A,A-000002523
3127,B,B-000002529
3129,A,A-000002524
3129,B,B-000002530
3130,A,A-000002525
3130,B,B-000002531
3131,A,A-000002526
3131,B,B-000002532
3133,A,A-000002527
3133,B,B-000002533
3134,A,A-000002528
3134,B,B-000002534
3135,A,A-000002529
3135,B,B-000002535
3136,A,A-000002530
3136,B,B-000002536
3137,A,A-000002531
3137,B,B-000002537
3138,A,A-000002532
3138,B,B-000002538
3139,A,A-000002533
3139,B,B-000002539
3140,A,A-000002534
3140,B,B-000002540
3141,A,A-000002535
3141,B,B-000002541
3142,A,A-000002536
3142,B,B-000002542
3144,A,A-000002537
3144,B,B-000002543
3145,A,A-000002538
3145,B,B-000002544
3146,A,A-000002539
3146,B,B-000002545
3147,A,A-000002540
3147,B,B-000002546
3149,A,A-000002541
3149,B,B-000002547
3150,A,A-000002542
3150,B,B-000002548
3151,A,A-000002543
3151,B,B-000002549
3152,A,A-000002544
3152,B,B-000002550
3153,A,A-000002545
3153,B,B-000002551
3155,A,A-000002546
3155,B,B-000002552
3156,A,A-000002547
3156,B,B-000002553
3157,A,A-000002548
3157,B,B-000002554
3158,A,A-000002549
3158,B,B-000002555
3161,A,A-000002550
3161,B,B-000002556
3162,A,A-000002551
3162,B,B-000002557
3163,A,A-000002552
3163,B,B-000002558
3164,A,A-000002553
3164,B,B-000002559
3165,A,A-000002554
3165,B,B-000002560
3166,A,A-000002555
3166,B,B-000002561
3167,A,A-000002556
3167,B,B-000002562
3168,A,A-000002557
3168,B,B-000002563
3170,A,A-000002558
3170,B,B-000002564
3171,A,A-000002559
3171,B,B-000002565
3173,A,A-000002560
3173,B,B-000002566
3174,A,A-000002561
3174,B,B-000002567
3175,A,A-000002562
3175,B,B-000002568
3177,A,A-000002563
3177,B,B-000002569
3178,A,A-000002564
3178,B,B-000002570
3179,A,A-000002565
3179,B,B-000002571
3182,A,A-000002566
3182,B,B-000002572
3183,A,A-000002567
3183,B,B-000002573
3184,A,A-000002568
3184,B,B-000002574
3186,A,A-000002569
3186,B,B-000002575
3187,A,A-000002570
3187,B,B-000002576
3188,A,A-000002571
3188,B,B-000002577
3190,A,A-000002572
3190,B,B-000002578
3191,A,A-000002573
3191,B,B-000002579
3192,A,A-000002574
3192,B,B-000002580
3193,A,A-000002575
3193,B,B-000002581
3194,A,A-000002576
3194,B,B-000002582
3195,A,A-000002577
3195,B,B-000002583
3196,A,A-000002578
3196,B,B-000002584
3198,A,A-000002579
3198,B,B-000002585
3199,A,A-000002580
3199,B,B-000002586
3200,A,A-000002581
3200,B,B-000002587
3201,A,A-000002582
3201,B,B-000002588
3203,A,A-000002583
3203,B,B-000002589
3204,A,A-000002584
3204,B,B-000002590
3205,A,A-000002585
3205,B,B-000002591
3206,A,A-000002586
3206,B,B-000002592
3207,A,A-000002587
3207,B,B-000002593
3208,A,A-000002588
3208,B,B-000002594
3209,A,A-000002589
3209,B,B-000002595
3210,A,A-000002590
3210,B,B-000002596
3211,A,A-000002591
3211,B,B-000002597
3214,A,A-000002592
3214,B,B-000002598
3216,A,A-000002593
3216,B,B-000002599
3217,A,A-000002594
3217,B,B-000002600
3218,A,A-000002595
3218,B,B-000002601
3219,A,A-000002596
3219,B,B-000002602
3220,A,A-000002597
3220,B,B-000002603
3222,A,A-000002598
3222,B,B-000002604
3223,A,A-000002599
3223,B,B-000002605
3224,A,A-000002600
3224,B,B-000002606
3226,A,A-000002601
3226,B,B-000002607
3227,A,A-000002602
3227,B,B-000002608
3228,A,A-000002603
3228,B,B-000002609
3229,A,A-000002604
3229,B,B-000002610
3230,A,A-000002605
3230,B,B-000002611
3231,A,A-000002606
3231,B,B-000002612
3232,A,A-000002607
3232,B,B-000002613
3233,A,A-000002608
3233,B,B-000002614
3235,A,A-000002609
3235,B,B-000002615
3236,A,A-000002610
3236,B,B-000002616
3237,A,A-000002611
3237,B,B-000002617
3239,A,A-000002612
3239,B,B-000002618
3240,A,A-000002613
3240,B,B-000002619
3241,A,A-000002614
3241,B,B-000002620
3242,A,A-000002615
3242,B,B-000002621
3243,A,A-000002616
3243,B,B-000002622
3244,A,A-000002617
3244,B,B-000002623
3245,A,A-000002618
3245,B,B-000002624
3247,A,A-000002619
3247,B,B-000002625
3248,A,A-000002620
3248,B,B-000002626
3249,A,A-000002621
3249,B,B-000002627
3250,A,A-000002622
3250,B,B-000002628
3251,A,A-000002623
3251,B,B-000002629
3253,A,A-000002624
3253,B,B-000002630
3254,A,A-000002625
3254,B,B-000002631
3255,A,A-000002626
3255,B,B-000002632
3256,A,A-000002627
3256,B,B-000002633
3259,A,A-000002628
3259,B,B-000002634
3260,A,A-000002629
3260,B,B-000002635
3261,A,A-000002630
3261,B,B-000002636
3264,A,A-000002631
3264,B,B-000002637
3266,A,A-000002632
3266,B,B-000002638
3267,A,A-000002633
3267,B,B-000002639
3268,A,A-000002634
3268,B,B-000002640
3269,A,A-000002635
3269,B,B-000002641
3270,A,A-000002636
3270,B,B-000002642
3271,A,A-000002637
3271,B,B-000002643
3272,A,A-000002638
3272,B,B-000002644
3273,A,A-000002639
3273,B,B-000002645
3274,A,A-000002640
3274,B,B-000002646
3276,A,A-000002641
3276,B,B-000002647
3277,A,A-000002642
3277,B,B-000002648
3278,A,A-000002643
3278,B,B-000002649
3279,A,A-000002644
3279,B,B-000002650
3280,A,A-000002645
3280,B,B-000002651
3281,A,A-000002646
3281,B,B-000002652
3282,A,A-000002647
3282,B,B-000002653
3283,A,A-000002648
3283,B,B-000002654
3284,A,A-000002649
3284,B,B-000002655
3285,A,A-000002650
3285,B,B-000002656
3286,A,A-000002651
3286,B,B-000002657
3287,A,A-000002652
3287,B,B-000002658
3288,A,A-000002653
3288,B,B-000002659
3289,A,A-000002654
3289,B,B-000002660
3290,A,A-000002655
3290,B,B-000002661
3291,A,A-000002656
3291,B,B-000002662
3292,A,A-000002657
3292,B,B-000002663
3294,A,A-000002658
3294,B,B-000002664
3295,A,A-000002659
3295,B,B-000002665
3296,A,A-000002660
3296,B,B-000002666
3297,A,A-000002661
3297,B,B-000002667
3298,A,A-000002662
3298,B,B-000002668
3300,A,A-000002663
3300,B,B-000002669
3301,A,A-000002664
3301,B,B-000002670
3302,A,A-000002665
3302,B,B-000002671
3303,A,A-000002666
3303,B,B-000002672
3304,A,A-000002667
3304,B,B-000002673
3305,A,A-000002668
3305,B,B-000002674
3306,A,A-000002669
3306,B,B-000002675
3307,A,A-000002670
3307,B,B-000002676
3308,A,A-000002671
3308,B,B-000002677
3309,A,A-000002672
3309,B,B-000002678
3311,A,A-000002673
3311,B,B-000002679
3312,A,A-000002674
3312,B,B-000002680
3313,A,A-000002675
3313,B,B-000002681
3314,A,A-000002676
3314,B,B-000002682
3315,A,A-000002677
3315,B,B-000002683
3316,A,A-000002678
3316,B,B-000002684
3317,A,A-000002679
3317,B,B-000002685
3318,A,A-000002680
3318,B,B-000002686
3319,A,A-000002681
3319,B,B-000002687
3320,A,A-000002682
3320,B,B-000002688
3321,A,A-000002683
3321,B,B-000002689
3322,A,A-000002684
3322,B,B-000002690
3324,A,A-000002685
3324,B,B-000002691
3325,A,A-000002686
3325,B,B-000002692
3326,A,A-000002687
3326,B,B-000002693
3327,A,A-000002688
3327,B,B-000002694
3329,A,A-000002689
3329,B,B-000002695
3331,A,A-000002690
3331,B,B-000002696
3333,A,A-000002691
3333,B,B-000002697
3334,A,A-000002692
3334,B,B-000002698
3335,A,A-000002693
3335,B,B-000002699
3336,A,A-000002694
3336,B,B-000002700
3337,A,A-000002695
3337,B,B-000002701
3340,A,A-000002696
3340,B,B-000002702
3341,A,A-000002697
3341,B,B-000002703
3342,A,A-000002698
3342,B,B-000002704
3344,A,A-000002699
3344,B,B-000002705
3345,A,A-000002700
3345,B,B-000002706
3347,A,A-000002701
3347,B,B-000002707
3348,A,A-000002702
3348,B,B-000002708
3349,A,A-000002703
3349,B,B-000002709
3350,A,A-000002704
3350,B,B-000002710
3351,A,A-000002705
3351,B,B-000002711
3352,A,A-000002706
3352,B,B-000002712
3353,A,A-000002707
3353,B,B-000002713
3354,A,A-000002708
3354,B,B-000002714
3355,A,A-000002709
3355,B,B-000002715
3356,A,A-000002710
3356,B,B-000002716
3357,A,A-000002711
3357,B,B-000002717
3358,A,A-000002712
3358,B,B-000002718
3359,A,A-000002713
3359,B,B-000002719
3361,A,A-000002714
3361,B,B-000002720
3362,A,A-000002715
3362,B,B-000002721
3363,A,A-000002716
3363,B,B-000002722
3364,A,A-000002717
3364,B,B-000002723
3365,A,A-000002718
3365,B,B-000002724
3366,A,A-000002719
3366,B,B-000002725
3367,A,A-000002720
3367,B,B-000002726
3368,A,A-000002721
3368,B,B-000002727
3369,A,A-000002722
3369,B,B-000002728
3370,A,A-000002723
3370,B,B-000002729
3371,A,A-000002724
3371,B,B-000002730
3372,A,A-000002725
3372,B,B-000002731
3374,A,A-000002726
3374,B,B-000002732
3376,A,A-000002727
3376,B,B-000002733
3377,A,A-000002728
3377,B,B-000002734
3378,A,A-000002729
3378,B,B-000002735
3379,A,A-000002730
3379,B,B-000002736
3380,A,A-000002731
3380,B,B-000002737
3382,A,A-000002732
3382,B,B-000002738
3383,A,A-000002733
3383,B,B-000002739
3384,A,A-000002734
3384,B,B-000002740
3385,A,A-000002735
3385,B,B-000002741
3386,A,A-000002736
3386,B,B-000002742
3387,A,A-000002737
3387,B,B-000002743
3390,A,A-000002738
3390,B,B-000002744
3391,A,A-000002739
3391,B,B-000002745
3392,A,A-000002740
3392,B,B-000002746
3393,A,A-000002741
3393,B,B-000002747
3394,A,A-000002742
3394,B,B-000002748
3395,A,A-000002743
3395,B,B-000002749
3396,A,A-000002744
3396,B,B-000002750
3397,A,A-000002745
3397,B,B-000002751
3398,A,A-000002746
3398,B,B-000002752
3399,A,A-000002747
3399,B,B-000002753
3400,A,A-000002748
3400,B,B-000002754
3401,A,A-000002749
3401,B,B-000002755
3402,A,A-000002750
3402,B,B-000002756
3403,A,A-000002751
3403,B,B-000002757
3404,A,A-000002752
3404,B,B-000002758
3405,A,A-000002753
3405,B,B-000002759
3406,A,A-000002754
3406,B,B-000002760
3407,A,A-000002755
3407,B,B-000002761
3408,A,A-000002756
3408,B,B-000002762
3409,A,A-000002757
3409,B,B-000002763
3410,A,A-000002758
3410,B,B-000002764
3411,A,A-000002759
3411,B,B-000002765
3412,A,A-000002760
3412,B,B-000002766
3413,A,A-000002761
3413,B,B-000002767
3414,A,A-000002762
3414,B,B-000002768
3415,A,A-000002763
3415,B,B-000002769
3416,A,A-000002764
3416,B,B-000002770
3417,A,A-000002765
3417,B,B-000002771
3418,A,A-000002766
3418,B,B-000002772
3420,A,A-000002767
3420,B,B-000002773
3421,A,A-000002768
3421,B,B-000002774
3422,A,A-000002769
3422,B,B-000002775
3423,A,A-000002770
3423,B,B-000002776
3424,A,A-000002771
3424,B,B-000002777
3426,A,A-000002772
3426,B,B-000002778
3427,A,A-000002773
3427,B,B-000002779
3428,A,A-000002774
3428,B,B-000002780
3429,A,A-000002775
3429,B,B-000002781
3430,A,A-000002776
3430,B,B-000002782
3431,A,A-000002777
3431,B,B-000002783
3432,A,A-000002778
3432,B,B-000002784
3433,A,A-000002779
3433,B,B-000002785
3434,A,A-000002780
3434,B,B-000002786
3435,A,A-000002781
3435,B,B-000002787
3438,A,A-000002782
3438,B,B-000002788
3439,A,A-000002783
3439,B,B-000002789
3441,A,A-000002784
3441,B,B-000002790
3444,A,A-000002785
3444,B,B-000002791
3445,A,A-000002786
3445,B,B-000002792
3446,A,A-000002787
3446,B,B-000002793
3447,A,A-000002788
3447,B,B-000002794
3448,A,A-000002789
3448,B,B-000002795
3449,A,A-000002790
3449,B,B-000002796
3450,A,A-000002791
3450,B,B-000002797
3451,A,A-000002792
3451,B,B-000002798
3452,A,A-000002793
3452,B,B-000002799
3453,A,A-000002794
3453,B,B-000002800
3454,A,A-000002795
3454,B,B-000002801
3455,A,A-000002796
3455,B,B-000002802
3456,A,A-000002797
3456,B,B-000002803
3458,A,A-000002798
3458,B,B-000002804
3459,A,A-000002799
3459,B,B-000002805
3460,A,A-000002800
3460,B,B-000002806
3461,A,A-000002801
3461,B,B-000002807
3462,A,A-000002802
3462,B,B-000002808
3463,A,A-000002803
3463,B,B-000002809
3464,A,A-000002804
3464,B,B-000002810
3466,A,A-000002805
3466,B,B-000002811
3467,A,A-000002806
3467,B,B-000002812
3469,A,A-000002807
3469,B,B-000002813
3470,A,A-000002808
3470,B,B-000002814
3471,A,A-000002809
3471,B,B-000002815
3472,A,A-000002810
3472,B,B-000002816
3473,A,A-000002811
3473,B,B-000002817
3474,A,A-000002812
3474,B,B-000002818
3475,A,A-000002813
3475,B,B-000002819
3476,A,A-000002814
3476,B,B-000002820
3477,A,A-000002815
3477,B,B-000002821
3478,A,A-000002816
3478,B,B-000002822
3480,A,A-000002817
3480,B,B-000002823
3481,A,A-000002818
3481,B,B-000002824
3482,A,A-000002819
3482,B,B-000002825
3483,A,A-000002820
3483,B,B-000002826
3484,A,A-000002821
3484,B,B-000002827
3485,A,A-000002822
3485,B,B-000002828
3487,A,A-000002823
3487,B,B-000002829
3488,A,A-000002824
3488,B,B-000002830
3489,A,A-000002825
3489,B,B-000002831
3490,A,A-000002826
3490,B,B-000002832
3491,A,A-000002827
3491,B,B-000002833
3492,A,A-000002828
3492,B,B-000002834
3493,A,A-000002829
3493,B,B-000002835
3494,A,A-000002830
3494,B,B-000002836
3495,A,A-000002831
3495,B,B-000002837
3496,A,A-000002832
3496,B,B-000002838
3497,A,A-000002833
3497,B,B-000002839
3499,A,A-000002834
3499,B,B-000002840
3500,A,A-000002835
3500,B,B-000002841
3501,A,A-000002836
3501,B,B-000002842
3502,A,A-000002837
3502,B,B-000002843
3503,A,A-000002838
3503,B,B-000002844
3504,A,A-000002839
3504,B,B-000002845
3505,A,A-000002840
3505,B,B-000002846
3506,A,A-000002841
3506,B,B-000002847
3507,A,A-000002842
