row_type,matcher,seed,k,f1,seed_strictly_decreasing_across_tested_k,spearman_rho_for_seed,spearman_p_value_for_seed,tested_k_values,n_seeds,monotone_seed_count,monotone_seed_fraction,monotone_fraction_exact_ci95_low,monotone_fraction_exact_ci95_high,monotone_count_one_sided_binomial_p_vs_0_5,spearman_rho_mean,spearman_rho_min,spearman_rho_max,k0_minus_k4_f1_mean,k0_minus_k4_f1_sd,k0_minus_k4_f1_ci95_low,k0_minus_k4_f1_ci95_high,k0_minus_k4_paired_t_statistic,k0_minus_k4_paired_t_p_value,k0_minus_k4_wilcoxon_statistic,k0_minus_k4_wilcoxon_p_value,k0_minus_k4_sign_positive_count,k0_minus_k4_sign_negative_count,k0_minus_k4_sign_zero_count,k0_minus_k4_sign_nonzero_count,k0_minus_k4_exact_sign_p_value,scope_statement,source_filename
per_matcher_seed_level,splink,20260729,2.0,0.952610543678234,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,splink,20260729,4.0,0.8763019946899041,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,learned,20260720,0.0,0.9995141503704604,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,learned,20260720,0.5,0.9968945990379344,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,learned,20260720,1.0,0.9923533370037316,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,learned,20260720,2.0,0.978036977292468,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,learned,20260720,4.0,0.9286411240486568,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,learned,20260721,0.0,0.9996351696461144,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,learned,20260721,0.5,0.996523330283623,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,learned,20260721,1.0,0.9935152330845466,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,learned,20260721,2.0,0.977628635346756,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,learned,20260721,4.0,0.930090394745399,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,learned,20260722,0.0,0.9996359223300972,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,learned,20260722,0.5,0.9974455662328184,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,learned,20260722,1.0,0.992912134913846,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,learned,20260722,2.0,0.9778632107645562,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,learned,20260722,4.0,0.9299487112900084,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,learned,20260723,0.0,0.9996963992956462,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,learned,20260723,0.5,0.9970778034822844,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,learned,20260723,1.0,0.992292635184732,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,learned,20260723,2.0,0.9813887343102702,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,learned,20260723,4.0,0.9252153484729836,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,learned,20260724,0.0,0.9997566909975668,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,learned,20260724,0.5,0.9974393366662602,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,learned,20260724,1.0,0.993265580996694,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,learned,20260724,2.0,0.9802146002604974,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,learned,20260724,4.0,0.9275324505903072,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,learned,20260725,0.0,0.9995742869306088,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,learned,20260725,0.5,0.9978672841386874,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,learned,20260725,1.0,0.9940676411228672,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,learned,20260725,2.0,0.979650080655168,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,learned,20260725,4.0,0.9264120143650018,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,learned,20260726,0.0,0.9995133227886605,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,learned,20260726,0.5,0.9968885363919224,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,learned,20260726,1.0,0.9930181283684468,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,learned,20260726,2.0,0.9804067460317462,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,learned,20260726,4.0,0.9324675324675326,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,learned,20260727,0.0,0.9996350364963504,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,learned,20260727,0.5,0.9973782086458144,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,learned,20260727,1.0,0.9931439764936336,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,learned,20260727,2.0,0.979903237811686,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,learned,20260727,4.0,0.930828240800936,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,learned,20260728,0.0,0.9997566021662408,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,learned,20260728,0.5,0.997071384990848,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,learned,20260728,1.0,0.9925844211558496,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,learned,20260728,2.0,0.9781811400509728,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,learned,20260728,4.0,0.9302265035147096,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,learned,20260729,0.0,0.9998175293473632,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,learned,20260729,0.5,0.9979280926264472,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,learned,20260729,1.0,0.9941892470487492,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,learned,20260729,2.0,0.9802802926950268,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
per_matcher_seed_level,learned,20260729,4.0,0.9315139701104612,True,-0.9999999999999999,1.4042654220543672e-24,"[0.0, 0.5, 1.0, 2.0, 4.0]",,,,,,,,,,,,,,,,,,,,,,,,paper_experiments/results/E2_E6/E3/e3_per_run.csv
matcher_summary,baseline,,,,,,,"[0.0, 0.5, 1.0, 2.0, 4.0]",10.0,10.0,1.0,0.6915028921812371,1.0,0.0009765625,-0.9999999999999998,-0.9999999999999999,-0.9999999999999999,0.10825162338318091,0.0024120476062682757,0.10652614847046425,0.10997709829589757,141.92161440428876,2.1759066076249935e-16,0.0,0.001953125,10.0,0.0,0.0,10.0,0.001953125,"Strict decrease is established only at k={0,0.5,1,2,4} for these ten seeds, not at untested intermediate values.",paper_experiments/results/E2_E6/E3/e3_per_run.csv
matcher_summary,splink,,,,,,,"[0.0, 0.5, 1.0, 2.0, 4.0]",10.0,10.0,1.0,0.6915028921812371,1.0,0.0009765625,-0.9999999999999998,-0.9999999999999999,-0.9999999999999999,0.1236155464174423,0.0030021016097337224,0.12146797229844057,0.12576312053644403,130.2110093868733,4.721702742244401e-16,0.0,0.001953125,10.0,0.0,0.0,10.0,0.001953125,"Strict decrease is established only at k={0,0.5,1,2,4} for these ten seeds, not at untested intermediate values.",paper_experiments/results/E2_E6/E3/e3_per_run.csv
matcher_summary,learned,,,,,,,"[0.0, 0.5, 1.0, 2.0, 4.0]",10.0,10.0,1.0,0.6915028921812371,1.0,0.0009765625,-0.9999999999999998,-0.9999999999999999,-0.9999999999999999,0.07036588199631127,0.002309530614979658,0.06871374332129408,0.07201802067132847,96.34704785108009,7.089300792514093e-15,0.0,0.001953125,10.0,0.0,0.0,10.0,0.001953125,"Strict decrease is established only at k={0,0.5,1,2,4} for these ten seeds, not at untested intermediate values.",paper_experiments/results/E2_E6/E3/e3_per_run.csv
