name,number
Kalani,4540.5
Tristin,4513.0
Jamel,4511.5
Christen,4496.0
Kairo,4488.0
Fallon,4474.0
Sincere,4465.5
Baby,4461.0
Ryann,4401.5
Angelita,4356.0
Jaylon,4352.5
Kellan,4341.5
Sky,4333.0
Christin,4325.0
Uriah,4306.5
Darien,4299.5
Kylan,4283.0
Valencia,4279.5
Cori,4278.0
Boston,4275.0
Campbell,4275.0
Ronin,4258.0
Marisela,4236.5
Korey,4231.0
Arden,4197.5
Sade,4186.0
Marquita,4163.5
Brodie,4155.5
Deven,4117.5
Landry,4110.0
Nakia,4109.5
Kaya,4098.0
Kenia,4096.5
Montana,4090.5
Merrill,4081.0
Brook,4078.0
Layton,4077.5
Soren,4076.0
Zaire,4067.5
Jovan,4067.0
Dominik,4049.5
Manuela,4044.5
Callan,3996.5
Jasiah,3946.5
Kimber,3919.5
Hester,3897.5
Infant,3877.0
Zain,3866.5
Lizeth,3823.0
Cairo,3822.0
Callen,3813.5
Kendal,3810.0
Reggie,3806.0
Rowen,3791.5
Gussie,3788.5
Jaylynn,3770.0
Shayne,3769.5
Kensley,3756.0
Chaz,3738.0
Bertie,3723.5
Griselda,3717.5
Rayan,3698.0
Dionne,3685.0
Fabiola,3674.5
Vada,3665.5
Mervin,3652.5
Basil,3651.5
Miller,3648.5
Tyrese,3616.5
Sol,3603.5
Rey,3590.5
Jaimie,3590.0
Lashawn,3588.0
Georgie,3568.5
Michel,3547.0
Keagan,3542.0
Trinidad,3523.0
Mercy,3522.5
Dashawn,3521.0
Amaris,3512.0
Zyaire,3511.5
Salem,3481.0
Robbin,3434.5
Shellie,3424.5
Mikel,3356.0
Madden,3351.0
Aryan,3348.5
Brennen,3341.0
Jaidyn,3326.5
Semaj,3324.5
Yael,3315.0
Murphy,3313.5
Winfred,3307.0
Sloan,3303.5
Keanu,3301.5
Kyree,3279.0
Karol,3274.0
Akira,3266.5
Dariel,3225.0
Elmo,3224.0
Noor,3215.5
Asha,3214.0
Royalty,3212.0
Earle,3189.0
Jagger,3178.0
Berenice,3173.5
Dani,3170.0
Coby,3165.5
Jayde,3164.0
Adrien,3153.5
Dimitri,3149.0
Whitley,3146.0
Wilder,3142.0
Shay,3136.5
Kohen,3132.0
Reilly,3102.0
Dream,3101.0
Dessie,3100.5
Lucca,3090.5
Legacy,3085.5
Portia,3076.5
Austyn,3074.5
Ares,3065.5
Beryl,3045.0
Tristian,3037.0
Lucero,3006.5
Henley,3004.5
Tylor,3001.5
Everette,2998.0
Elia,2995.5
Harlee,2992.5
Blaze,2984.5
Kenley,2983.5
Channing,2971.5
Vernell,2968.5
Raylan,2956.5
Austen,2951.0
Dannie,2946.0
Delphine,2944.5
Socorro,2930.5
Yessenia,2926.0
Koa,2905.5
Nixon,2901.0
Unique,2896.5
Jules,2880.0
Rayne,2874.0
Justus,2869.5
Odis,2859.0
Germaine,2829.5
Augusta,2827.0
Holland,2824.0
Jovani,2814.0
Finnley,2809.5
Dorris,2801.5
Onyx,2793.0
Kingsley,2784.5
Celestine,2779.5
Kia,2759.0
Briley,2756.0
Jacey,2734.0
Jorden,2734.0
Blaise,2697.5
Kaycee,2693.5
Jacques,2679.0
Kaylen,2677.0
Karon,2676.0
Turner,2676.0
Dior,2672.0
Giovanny,2646.5
Kamron,2620.0
Baker,2618.0
Marlo,2609.0
Kalyn,2605.0
Carrol,2596.5
Tegan,2561.5
Laken,2556.0
Amare,2552.5
Adley,2545.5
Raleigh,2545.0
Delma,2514.0
Dillan,2509.5
Darion,2508.0
Areli,2505.5
Darby,2490.5
Kyndall,2487.5
Tory,2487.5
Emani,2486.5
Lexus,2477.5
Ashtyn,2475.5
Kaysen,2468.0
Camren,2465.5
Sherrill,2447.5
Alesha,2447.0
Koda,2446.0
Shaquille,2445.5
Kairi,2439.5
Ocean,2431.5
Arian,2429.0
Jamey,2428.0
Emile,2425.5
Saint,2421.5
Rayden,2420.0
Makena,2400.5
Lyndon,2377.5
Davian,2355.5
Bellamy,2351.5
Ami,2348.0
Aydan,2342.5
Karim,2341.0
Jordy,2340.5
Zora,2335.0
Langston,2334.0
Oaklee,2314.0
Jael,2311.5
Lenny,2303.5
Karma,2302.5
Reyes,2296.5
Bryn,2285.0
Maira,2281.5
Bernie,2277.5
Lindy,2276.5
Kenyatta,2269.0
Navy,2257.0
Marlyn,2254.5
Jaylyn,2250.0
Keshawn,2249.0
Lyn,2246.0
Chiquita,2241.5
Ellison,2234.0
Noble,2230.0
Rashawn,2226.0
Domonique,2224.0
Andi,2212.0
Promise,2208.0
Flynn,2201.5
Michell,2190.0
Wells,2181.0
Concepcion,2167.0
Sevyn,2160.0
Abigayle,2147.0
Nicky,2147.0
Stormy,2145.0
Banks,2142.5
Avi,2121.5
Corrie,2121.5
Cletus,2120.0
Damari,2110.5
Jenesis,2103.5
Ardis,2102.0
Garnet,2090.5
Otha,2089.0
Berkley,2086.5
Eliot,2080.5
Lavon,2078.0
Oaklyn,2075.5
Lue,2051.5
Khari,2048.5
Rio,2047.5
Alize,2042.0
Crosby,2040.0
Jessi,2032.5
Coty,2021.0
Jalyn,2019.5
Jaeden,2011.0
Rikki,2005.5
Artie,2001.5
Jacky,1999.0
Rian,1991.0
Vickey,1991.0
Camdyn,1990.5
Maxie,1981.0
Marlen,1975.5
Keyon,1969.5
Chantelle,1969.0
Scout,1937.0
Destin,1925.0
Marin,1904.5
Dominque,1903.0
Brecken,1898.5
Ever,1884.5
Grey,1867.0
Huxley,1854.0
Vernice,1853.0
Jaylan,1852.0
Carmel,1846.0
Mika,1841.0
Tamar,1836.0
Iman,1835.5
Canaan,1827.5
Bentlee,1819.0
Jailyn,1814.5
Jordin,1812.0
Tru,1793.5
Richie,1787.0
Azul,1786.5
Waverly,1783.0
Deshaun,1782.0
Alpha,1779.0
Aries,1761.0
Refugio,1750.5
Carsyn,1749.0
Egypt,1749.0
Jonnie,1731.5
Kamdyn,1731.0
Linnie,1728.0
Claudio,1726.5
Brixton,1723.5
Taj,1722.0
Adell,1701.5
Mai,1697.0
Kymani,1694.5
Halo,1689.0
Lorenza,1686.0
Roma,1686.0
Mayson,1685.5
Valentine,1685.0
Claudie,1680.0
Callahan,1675.5
Arlie,1664.5
Pilar,1664.0
Nicola,1659.0
Sami,1656.0
Adriane,1651.5
Ryley,1650.5
Lian,1640.0
Nichelle,1639.0
Ardith,1630.5
Estefani,1625.0
Ramsey,1624.5
Kortney,1618.0
Meyer,1607.0
Harlem,1600.5
Ines,1590.5
Cielo,1588.5
Arlen,1586.5
Kyndal,1581.0
Indie,1577.0
Shae,1573.5
Ivey,1572.0
Marlowe,1567.0
Ayan,1549.0
Floy,1543.5
Amiri,1538.0
Zyon,1526.5
Jalynn,1523.0
Jesiah,1514.5
Ocie,1512.5
Kylen,1511.5
Haiden,1501.0
Jai,1497.0
Andie,1494.0
Rome,1493.5
Shanon,1491.0
Graysen,1487.5
Britton,1486.0
Aidyn,1485.0
Amar,1485.0
Jelani,1483.5
Kayce,1477.0
Bonny,1471.0
Fran,1470.5
Maison,1469.0
Andra,1464.0
Shannan,1461.5
Desire,1441.0
Gatlin,1436.5
Brentley,1433.0
Ellery,1431.0
Sheridan,1424.5
Garnett,1419.0
Yuri,1416.0
Dominga,1404.0
Merrick,1403.0
Deandra,1402.5
Leone,1400.0
Verne,1389.0
Blessing,1382.5
Torrey,1381.0
Val,1378.0
Kamren,1371.0
Merritt,1368.5
Britt,1360.5
Novah,1358.5
Artis,1353.5
Alexi,1342.5
Tiera,1336.5
Kentrell,1325.5
Trystan,1325.0
Lovie,1320.5
Kodi,1315.0
Tremaine,1311.0
Jersey,1308.0
Brandyn,1305.5
Jessy,1298.0
Glynn,1297.5
Kaylan,1296.5
Johann,1294.5
Afton,1291.0
Tavon,1282.0
Ona,1281.0
Nereida,1278.0
Alexys,1277.5
Braylin,1270.0
Jammie,1253.5
Michal,1243.5
Kacy,1237.0
Ozzy,1233.0
Alvis,1230.5
Meryl,1223.0
Shavon,1223.0
Harlie,1220.0
Isa,1219.5
Indigo,1213.5
Bexley,1210.0
Monet,1210.0
Anibal,1204.0
Brogan,1201.5
Maddux,1200.5
Marvel,1200.5
Carsen,1199.5
Dickie,1195.0
Gentry,1195.0
Jacque,1194.5
Seven,1189.5
Loyal,1186.5
Aarya,1186.0
Daylen,1185.0
Nikia,1181.0
Storm,1180.0
Osiris,1173.0
Kadyn,1167.0
Kooper,1167.0
Love,1163.5
Azriel,1156.5
Jaedyn,1156.0
Kaidence,1153.0
Jaleesa,1148.0
Taytum,1143.0
Karsen,1141.5
Estell,1139.0
Ricki,1135.0
Carin,1125.0
Jaydin,1121.5
Audie,1121.0
Gaynell,1101.0
Salome,1090.0
Kalen,1089.5
Karan,1085.5
Larue,1084.5
Rayyan,1083.5
Brighton,1074.0
Adler,1073.5
Rayshawn,1073.5
Korbyn,1070.0
Kiran,1068.0
Natividad,1063.5
Sailor,1047.5
Levon,1045.5
Dorsey,1044.5
Bobbye,1043.5
Billye,1038.0
Rylen,1033.5
Lorin,1031.5
Latrell,1029.5
Roni,1029.5
Angeles,1018.0
Syncere,1017.5
Tye,1012.0
Kayle,1009.0
True,1007.0
Delano,1006.5
Adison,1003.5
Kendell,998.5
Felice,996.5
Berry,991.0
Artemis,990.0
Mozell,984.5
Chevy,982.5
Jaydan,972.0
Montgomery,969.0
Rain,967.0
Rana,967.0
Rowyn,964.5
Loyce,963.5
Donell,960.0
Ely,957.0
Everest,957.0
Payten,943.0
Rashida,943.0
Azrael,942.5
Marcell,941.0
Aven,938.0
Elan,938.0
Divine,934.5
Marcelle,926.0
Sequoia,925.0
Early,923.0
Merlyn,922.5
Matilde,921.5
Jere,917.0
Kaidyn,916.5
Denim,915.5
Hampton,914.5
Dakotah,913.0
Isamar,913.0
Simran,912.5
Codi,910.0
Kainoa,903.5
Rosio,900.0
Bowie,899.0
Darrian,897.5
Henri,897.5
Mikah,893.5
Gray,890.0
Khai,889.5
Jream,888.5
Wylie,885.0
Misha,878.0
Lennie,877.0
Jennings,873.5
Nori,871.5
Halley,870.0
Vernie,868.5
Nikola,867.0
Tenzin,866.5
Majesty,866.0
Nour,866.0
Demari,862.5
Demetri,859.0
Daniele,854.0
Carrington,851.5
Odalis,842.0
Shia,841.5
Brantlee,840.5
Rhyan,837.0
Wally,836.5
Bethel,832.0
Dyllan,829.5
Amit,827.0
Loy,825.5
Ezrah,821.0
Mendy,820.5
Shai,820.0
Shaya,816.0
Najee,813.5
Arie,813.0
Zakaria,810.0
Laine,804.5
Armoni,803.5
Kelby,801.5
Zia,800.0
Spenser,798.0
Ossie,795.5
Tai,794.5
Noam,792.0
Sia,787.5
Elzie,787.0
Simcha,787.0
Kenyetta,783.5
Hagen,778.5
Loyalty,776.5
Shalom,775.0
Rilee,773.5
Nate,772.0
Codie,764.5
Romaine,764.5
Kit,764.0
San,760.0
Torrance,755.5
Blayne,751.5
Chosen,751.0
Shawnee,747.5
Jourdan,745.0
Alvie,741.0
Keelan,737.0
Zephaniah,736.5
Shaquan,734.5
Honor,732.0
Irie,732.0
Cartier,727.5
Rashaun,727.5
Adrain,724.0
Mckay,720.0
Khamari,718.0
Sheron,714.0
Micaiah,712.5
Carnell,712.0
Dakoda,711.5
Erinn,710.5
Tristyn,710.0
Taylin,706.5
Mykel,705.5
Earlie,702.0
Ezell,701.0
Darrien,697.5
Schuyler,697.5
Rhodes,697.0
Zen,696.0
Gregoria,695.0
Arlyn,688.5
Jullian,687.5
Cameryn,686.0
Cedar,682.5
Krishna,681.5
Notnamed,681.5
Zephyr,681.5
Ripley,680.5
Corie,678.0
Janee,677.0
Lux,677.0
Aubry,675.0
Corbyn,675.0
Raine,671.5
Gaylon,671.0
Caron,670.0
Daylin,666.0
Beaux,665.0
Indy,659.5
Avion,655.5
Echo,653.5
Verlin,650.0
Ryatt,649.5
Alix,648.5
Keona,645.5
Kekoa,644.5
Kaelin,641.5
Khaza,641.0
Von,635.5
Mel,632.5
Montez,631.5
Timmie,631.0
Aris,628.0
Terrill,627.5
Khristian,623.5
Demetrice,622.5
Issa,622.0
Amor,617.0
Levy,615.5
Anel,609.0
Amarie,608.5
Damani,605.5
Bronx,600.0
Emmerson,599.0
Caprice,592.0
Zhane,592.0
Azari,590.5
Ren,589.5
Charleston,589.0
Laquan,585.0
Arin,584.5
Odie,582.0
Jermiah,580.5
Sinai,578.5
Babygirl,577.5
Ardell,576.5
Conley,576.0
Kimani,575.0
Davi,574.5
Kylin,574.5
Cris,571.5
Imari,570.0
Torey,569.5
Aman,567.0
Corliss,567.0
Jireh,566.5
Luverne,566.5
Versie,564.0
Kartier,562.0
Kallen,558.5
Neftali,558.5
Martine,553.0
Female,552.0
Charly,551.5
Jovon,546.5
Demetris,544.5
Evin,544.5
Jessiah,541.0
Jovi,538.0
Mickie,536.5
Jacy,535.0
Jrue,535.0
Clovis,534.5
Sherron,534.0
Curley,533.5
Pernell,533.5
Amauri,533.0
Foy,533.0
Dell,527.0
Ajani,524.5
Estel,524.5
Dennie,523.0
Dempsey,521.5
Jia,521.0
Kamil,521.0
Aime,518.5
Gracen,518.5
Emry,516.5
Leyton,511.0
Mecca,509.5
Linden,506.5
Taylen,503.5
Teegan,501.5
Arrow,500.5
Kiyomi,500.5
Aramis,499.5
Braedyn,498.5
Mikal,498.0
Arley,494.0
Page,493.0
Clemmie,490.5
Berlin,490.0
Harlyn,490.0
Bradlee,487.5
Izel,485.0
Breon,484.0
Lenox,483.5
Eman,483.0
Audry,481.5
Justyce,480.5
Cherokee,477.0
Grisel,475.0
Lipa,474.5
Ozzie,473.5
Indiana,472.5
Ara,468.5
Minh,467.5
Eris,467.0
Vester,466.0
Stoney,465.0
Jalani,463.0
Hartley,462.0
Lavell,462.0
Arlin,461.5
Josey,461.0
Bryer,459.0
Evon,456.5
Danyell,454.5
Ludie,454.5
Ennis,453.5
Clarke,453.0
Dereon,453.0
Jory,450.0
Maddix,447.5
Camari,442.0
Caelan,441.0
Quinlan,440.5
Nile,440.0
Jalin,439.0
Lamarr,439.0
Anay,437.5
Parrish,437.5
Deshon,435.0
Sekani,435.0
Anh,432.0
Marlow,432.0
Eldred,430.0
Lavelle,430.0
Nickie,428.5
Lucky,428.0
Tobi,425.0
Mallie,424.5
Verdell,424.5
Myka,424.0
Nery,421.5
Deandrea,419.5
Makari,419.0
Makiah,418.5
Chayse,416.5
Blayke,411.5
Lake,411.5
Zuriel,407.0
An,402.5
Auden,402.5
Farris,402.5
Dione,399.0
Burnell,398.0
Amen,394.5
Elie,393.5
Haidyn,392.0
Ozell,392.0
Verl,392.0
Allyn,391.5
Asiyah,390.0
Gennie,388.5
Lovell,388.5
Kylar,387.0
Asiah,386.5
Lotus,385.0
Demetric,384.5
Danyel,383.5
Kashmir,382.5
Kameryn,381.5
Mychal,381.0
Lashon,380.0
Golden,378.0
Krystian,376.0
Laramie,376.0
Raylen,375.5
Juno,375.0
Shawnta,374.0
Rasheen,371.0
Zamari,369.5
Nazareth,369.0
Levern,368.5
Truth,368.5
Navi,367.5
Shamel,366.5
Barrie,365.0
Sora,363.0
Larkin,359.5
Dru,358.5
Kevyn,358.0
Rylin,356.5
Apolinar,355.5
Davie,354.0
Jeriah,354.0
Kemari,354.0
Chozen,353.5
Ori,353.5
Kelcey,350.5
Lory,349.0
Kobi,348.0
Jadin,347.0
Milagro,347.0
Shannen,347.0
Slater,347.0
Berkeley,346.0
Elvie,344.0
Rivers,344.0
Davey,343.5
Itzae,343.5
Desi,342.5
Jaziah,340.5
Ova,340.5
Terrion,340.0
Airam,339.0
Avian,339.0
Sacha,338.5
Shaunte,338.0
Seneca,336.0
Kaimana,335.5
Zeppelin,335.5
Che,335.0
Damoni,335.0
Andree,334.5
Nabil,333.0
Zyan,328.0
Arion,327.5
Burnice,327.0
Daniell,326.0
Samar,326.0
Kalin,325.5
Mazi,325.0
Cam,323.0
Rumi,319.0
Ysabel,319.0
Emaan,318.0
Nuri,315.5
Nieves,314.5
Greer,313.5
Torrie,311.5
Adair,311.0
Cypress,309.0
Kalei,308.0
Cher,307.0
Emori,306.0
Linh,305.0
Brion,304.5
Mackenzi,302.5
Ridley,300.5
Loran,299.5
Ziggy,299.5
Bayley,297.5
Tramaine,297.5
Tonie,296.5
Hildred,294.5
Payson,294.0
Davy,289.0
Vinnie,288.0
Jupiter,287.0
Encarnacion,286.0
Sai,285.5
Christan,285.0
Bao,283.5
Jonell,283.5
Riyan,283.5
La,282.5
Karey,282.0
Thanh,280.5
Bryar,279.0
Joell,278.5
Venice,278.5
Blaize,278.0
Mars,277.5
Nana,277.5
Samari,276.5
Adel,276.0
Christain,276.0
Shaye,275.0
Mica,274.5
Arlis,274.0
Jaye,274.0
Oakland,273.5
Young,273.5
Naseem,273.0
Parris,272.5
Renley,272.5
Elza,272.0
Teigan,272.0
Eliyah,270.0
Dann,268.0
Woodie,266.5
Alaa,266.0
Corry,264.5
Shanti,264.5
Ventura,263.0
Kaedyn,261.5
Deniz,261.0
Kc,259.0
Aly,258.5
Khali,258.5
Kimi,258.5
Mykah,258.0
Darl,257.5
Lael,257.0
Markie,257.0
Ka,256.0
Cache,255.0
Collier,255.0
Cai,254.5
Townes,254.0
Yancy,253.5
Cove,252.5
Shirl,251.0
Cameran,250.5
Lakin,250.5
Denali,248.0
Phuong,247.5
Wynn,247.5
Shan,247.0
Tashawn,247.0
Tylar,247.0
Saba,246.5
Ashtin,245.0
Legaci,245.0
Thao,244.5
Jule,244.0
Alexie,243.5
Gabriele,243.0
Tal,243.0
Ashby,242.5
Lexington,242.5
Unnamed,242.0
Cree,241.5
Jaelin,241.5
Amando,240.0
Verlyn,238.0
Maven,237.5
Daelyn,237.0
Ahmari,236.5
Ivon,235.5
Keylin,235.0
Rebel,235.0
Kapri,234.5
Erie,233.0
Verle,232.5
Akari,232.0
Masyn,231.5
Yer,230.5
Jamaria,228.0
Kaylon,227.0
Emmanuelle,226.5
Crimson,226.0
Shilo,224.0
Surya,223.5
Alika,223.0
Kanon,223.0
Dayle,222.0
Abisai,221.5
Colon,220.5
Emrys,220.0
Naveen,219.5
Ozie,219.5
Rossie,219.5
Nima,219.0
Rayaan,219.0
Riot,219.0
Lannie,218.5
Myrle,218.5
Yuki,218.5
Dasani,218.0
Jaelen,216.5
Hala,215.5
Lynell,215.5
Gwyn,213.5
Laiken,213.5
Mischa,213.5
Witten,213.5
Jin,212.5
Macon,212.5
Tam,212.5
Jadan,211.0
Lashaun,210.5
Kiernan,208.5
Ashten,207.5
Taran,207.0
Kamani,205.0
Janiel,204.0
Adonai,203.5
Deane,203.5
Kasyn,203.5
Corin,201.5
Kareen,201.5
Lyrik,201.5
Aseel,199.5
Daryn,199.0
Ayven,198.0
Lior,197.5
Gaylen,197.0
Murl,197.0
Chaka,196.5
Valen,196.0
Emari,195.5
Shamari,193.0
Keena,189.5
Iran,187.0
Pearly,186.5
Jaxyn,185.5
Kinnick,185.5
Kaydin,184.5
Jaydyn,183.5
Bee,183.0
Cheng,183.0
Kao,182.0
Meng,181.5
My,180.5
Bayan,180.0
Eastyn,179.0
Jru,178.5
Timber,178.0
Cleotha,177.5
Aziah,176.5
Victory,176.5
Adi,176.0
Izzy,175.5
Jae,175.5
Tylee,175.0
Kary,174.0
Kobie,171.5
Alexsis,171.0
Reda,170.0
Ellington,169.0
Jaidan,168.0
Wisdom,166.5
Atlee,166.0
Dawsyn,166.0
Vanna,165.0
Kym,164.5
Merced,164.5
Micky,164.5
Toi,164.0
Ekam,163.5
Delaine,162.5
Fredi,162.5
Myrl,162.5
Alexandr,161.5
Amoni,161.5
Nyjah,161.5
Deondra,160.0
Lonie,160.0
Huntley,159.5
De,159.0
Doyce,158.5
Swayze,158.5
Makana,157.0
Thien,157.0
Jaspreet,156.5
Romie,155.5
Amrit,155.0
Cyan,155.0
Raylin,153.5
Shomari,153.0
Mylan,152.0
Winslow,152.0
Amere,151.5
Carlin,151.0
Jentry,151.0
Onie,151.0
Tiernan,150.0
Kaelan,149.5
Kodie,149.5
Luan,149.5
Dwan,149.0
Justis,148.5
Khamani,148.5
Royale,148.0
Eliah,147.0
Glennis,146.0
Verlon,146.0
Dany,145.5
Abrar,145.0
Halston,145.0
Omega,145.0
Halen,144.5
Psalm,144.5
Rooney,144.5
Baily,144.0
Ascencion,143.5
Devine,143.5
Carman,142.5
Fenix,142.0
Kolbie,142.0
Remmy,142.0
Han,141.0
Ger,139.5
Yarel,139.5
Vi,138.5
Ameya,137.5
Blakeley,137.5
Breckyn,137.5
Ryen,137.0
Choua,136.0
Lyndell,136.0
Yeng,136.0
Lakota,135.5
Morgen,135.0
Nijah,135.0
Rilyn,135.0
Gabriell,134.5
Sandeep,133.5
Cornelious,132.0
Layken,131.5
Quincey,131.5
Adama,130.5
Chong,130.5
Morrison,130.5
Aaryn,129.5
Ikea,129.5
Cadyn,129.0
Miko,129.0
Glyn,128.5
Kaisyn,128.5
Revan,128.0
Haylen,127.5
Dung,126.5
Amarii,126.0
Johnnye,125.5
Shade,125.5
Stephane,125.5
Bernell,125.0
Payden,124.0
Ronit,124.0
Kiari,123.5
Lajuan,123.5
Jeffie,122.0
Lan,122.0
Manpreet,121.5
Aarin,120.0
Ayomide,120.0
Hoang,120.0
Copeland,119.5
Gabrial,119.0
Koi,118.5
Asencion,117.5
Acie,117.0
Reegan,117.0
Harman,116.0
Kamauri,114.5
Navid,114.5
Ryver,114.5
Isley,114.0
Son,114.0
Tomie,114.0
Blue,113.5
Nevada,113.5
Harpreet,113.0
Kamrin,112.5
Evyn,112.0
Onnie,112.0
Gurnoor,111.5
Asante,111.0
Carlisle,109.0
Azure,108.5
Catlin,108.5
Rani,108.5
Cayce,108.0
Nihal,108.0
Ezri,107.5
Ilya,107.5
Praise,107.5
Amaree,107.0
Ricci,106.0
Shonte,106.0
Verner,106.0
Keala,104.5
Kinsler,104.5
Marquette,104.5
Aviv,104.0
Sascha,104.0
Junie,103.0
Matty,103.0
Auburn,102.5
Neri,102.5
Nou,102.5
Gurpreet,101.0
Rei,101.0
Imaan,100.5
Kree,100.5
Osie,100.0
Linn,99.5
Tien,99.0
Dylann,98.0
Tobey,98.0
Yu,97.0
Kimmie,96.5
Brazos,96.0
Yan,95.5
Sivan,95.0
Lashun,94.0
Yareth,94.0
October,93.5
Sehaj,93.0
Montie,92.0
Brailyn,91.5
Camrin,91.5
Evian,91.0
Arnie,90.5
Harbor,90.5
Rion,90.5
Brownie,89.5
Edlin,89.5
Kenyata,88.5
Namari,88.5
Sun,88.5
Jimi,87.5
Mikell,87.5
Talin,87.5
Clois,87.0
Jonte,87.0
Quin,87.0
Seena,87.0
Agam,86.5
Chee,86.5
Jamelle,86.5
Hong,86.0
Sang,85.5
Yong,85.5
Ariyan,85.0
Ziah,85.0
Anmol,84.5
Chi,84.0
Kamalani,84.0
Caidyn,83.5
Chesley,83.0
Eh,83.0
Hanh,83.0
Hoa,82.5
Aster,82.0
Autry,82.0
Hudsyn,82.0
Allante,81.5
Carmon,81.5
Danell,80.5
Karry,80.5
Mar,80.5
Rhiley,80.0
Eliya,79.5
Riki,79.0
Atha,78.5
Kazi,78.5
Mercer,78.5
Shoua,78.5
Talyn,78.0
Texas,78.0
Ashlan,77.5
Trine,77.0
Keahi,76.5
Khanh,76.5
Lugene,76.5
Simmie,76.5
Caroll,76.0
Zaylin,76.0
Ha,75.0
Corby,74.5
Chaney,74.0
Kaoru,73.5
Karel,73.5
Summit,73.5
Harnoor,73.0
Oluwadarasimi,73.0
Tandy,73.0
Callaway,72.5
Sina,72.5
Yee,72.5
Lowen,72.0
Embry,71.5
Kam,71.5
Alexes,70.0
Chan,70.0
Laakea,70.0
Scotland,70.0
Cashmere,69.5
Jazz,69.5
Bela,69.0
Jona,69.0
Sinclair,69.0
Kailen,68.5
Jaydee,67.5
Peace,67.5
Rhythm,67.5
Haile,67.0
Oval,67.0
Murrell,66.5
Sully,66.5
Tennyson,66.5
Asani,66.0
Donnis,66.0
Kior,66.0
Mandeep,66.0
Temple,66.0
Toy,66.0
Landis,65.5
Mana,65.5
Yen,65.5
Avon,65.0
Child,65.0
Mycah,65.0
Trini,65.0
Atley,64.5
Rogue,64.5
Shadi,64.0
Feliz,63.5
Kayan,63.5
Jodeci,63.0
Paz,62.5
Roshawn,62.5
Vashon,62.5
Chozyn,62.0
Infantof,62.0
Kirin,62.0
Amandeep,61.5
Soul,61.5
Valley,61.5
Nasim,61.0
Tamer,61.0
Arda,60.5
Posey,60.5
Esli,60.0
Jaydn,60.0
Kharter,60.0
Mena,60.0
Salah,60.0
Tanay,59.5
Yared,59.5
Aldine,59.0
Mannie,59.0
Nai,59.0
Sonam,58.5
Sung,58.5
Ying,58.5
Ciel,58.0
Harjot,58.0
Jerre,58.0
Wei,58.0
Aaren,57.5
Andersen,57.5
Binh,57.0
Consepcion,57.0
Dondi,57.0
Koy,57.0
Lemon,57.0
Seng,56.5
Alante,56.0
Drue,56.0
Adrean,55.5
Sagan,55.0
Chayanne,54.5
Chidera,54.5
Graycen,54.5
Jaydenn,54.5
Teagen,54.0
Moon,53.0
Tarin,53.0
Kashmere,52.5
Danyale,51.5
Jasiyah,51.5
Hamdi,50.5
Hien,50.5
Jezreel,50.5
Juel,50.0
Abriel,49.5
Chau,49.5
Lindley,49.5
Ottie,49.5
Tobie,49.5
Enes,49.0
Nhia,49.0
Bralyn,48.5
Maika,48.5
Sha,48.5
Teddie,48.5
Rudi,47.5
Jahlani,47.0
Chosyn,46.5
Donelle,46.5
Jensyn,46.5
Marvis,46.5
Neema,46.5
Denym,46.0
Mitsuru,46.0
Taylan,46.0
Shiva,45.5
Christia,45.0
Lennis,45.0
Micha,45.0
Unkown,45.0
Weslee,45.0
Donzell,44.5
Argie,44.0
Arnell,43.5
Blu,43.5
Terran,43.5
Bleu,43.0
Coda,43.0
Maeson,43.0
Maysen,43.0
Troi,43.0
Tu,42.5
Amori,42.0
Mills,42.0
Ravon,42.0
Skylor,42.0
Wrigley,42.0
Afnan,41.5
Lynnox,41.5
Prestyn,41.5
Cleofas,41.0
Freedom,41.0
Neftaly,41.0
Bless,40.5
Earnie,40.5
Marne,40.5
Matisse,40.5
Pressley,40.5
Wai,40.5
Alexiz,40.0
Halsey,40.0
Kona,40.0
Cobi,39.0
Diamante,39.0
Elgie,39.0
Yi,39.0
Anhad,38.5
Brittan,38.5
Chisom,38.5
Eri,38.5
Kawena,38.5
Lanier,38.0
Rael,38.0
Rahil,38.0
Hadyn,37.5
Neko,37.5
Amory,37.0
Houa,37.0
Chai,36.5
Jasdeep,36.5
Uriyah,36.5
Bawi,36.0
Gagandeep,36.0
Haru,36.0
Jaleen,36.0
Kamalei,36.0
Schyler,36.0
Trenell,36.0
Chaise,35.5
July,35.5
Maryland,35.5
Monserrate,35.5
Shaheen,35.5
Tennessee,35.5
Joud,35.0
Jung,35.0
Clide,34.5
Deavion,34.5
Floyce,34.5
Manjot,34.5
Million,34.5
Camile,34.0
Terryl,34.0
Britain,33.5
Derin,33.5
Mackie,33.5
Dallis,33.0
Dayan,33.0
Kemani,32.5
Lavaughn,32.5
Lynden,32.5
Lennix,32.0
Zenith,32.0
Ah,31.5
Raynell,31.5
Yannis,31.5
Yuma,31.0
Armanii,30.5
Devonne,30.5
Ilia,30.5
Kijana,30.5
Le,30.5
Kamsiyochukwu,30.0
Vola,30.0
Braylyn,29.5
Demani,29.5
Indra,29.5
Ireoluwa,29.5
Jianni,29.5
Rama,29.5
Brylen,29.0
Chia,29.0
Ly,28.5
Makell,28.5
Oluwademilade,28.5
Yuval,28.5
Bergen,28.0
Enis,28.0
Kem,28.0
Teigen,28.0
Abeer,27.5
Aimar,27.5
Arshia,27.5
Arlee,27.0
Carmin,27.0
