formal_name,formal_count,nickname_count,nickname_count_sum,group_total_count,nickname_to_formal_ratio,top_nickname,top_nickname_count,nicknames_joined
Nathan,576758,22,7994,584752,0.013860232541204456,Nathen,3133,Nathen; Newton; Natan; Neythan; Naythan; Neithan; Nathon; Needham; Nathanie; Nitin; Nadeem; Naithan; Nadim; Nathyn; Neteyam; Nithin; Nayden; Naythen; Naithen; Nathin; Nation; Nethan
Ruben,110231,22,74396,184627,0.674909961807477,Robin,41725,Robin; Reuben; Rubin; Rueben; Raven; Rufino; Reuven; Rayvon; Robbin; Ruvim; Revan; Rivaan; Ruffin; Ravon; Rabon; Robyn; Raybon; Rafan; Reubin; Rabun; Rivan; Robben
Merle,25298,22,14194,39492,0.5610720215036762,Merrill,7893,Merrill; Marley; Marlo; Merl; Murl; Maurilio; Marlow; Marlowe; Murrell; Mearl; Myrl; Muriel; Morley; Murrel; Merril; Myrle; Murilo; Meryl; Mariela; Marlee; Merrell; Murel
Jaziel,6576,22,4125,10701,0.6272810218978102,Jasiel,1472,Jasiel; Jahaziel; Jahziel; Jaciel; Jassiel; Jaasiel; Jeziel; Jaxiel; Jaaziel; Josiel; Jaquil; Jaquel; Jazhiel; Jakel; Jaquille; Jazziel; Jahquel; Jahquell; Jaquell; Jaquill; Jayziel; Jhaziel
Saif,1316,22,2362,3678,1.7948328267477203,Shiv,1094,Shiv; Skip; Sahib; Suhayb; Shiva; Sophia; Shubh; Suhaib; Shivaay; Shep; Shoaib; Suheyb; Shivay; Shuaib; Safi; Seif; Saba; Seavy; Sophie; Shahab; Sofia; Sohaib
James,5071618,21,29672,5101290,0.005850598369198942,Jonas,22626,Jonas; Junius; Jones; Junious; Jaymes; Johannes; Jens; Jahmeek; Janice; Jamez; Jameek; Jameis; Junichi; Jawanza; Jahmez; Jamas; Jaymz; Jency; Jensy; Jong; Jung
Justin,785462,21,18232,803694,0.02321181673970224,Jaxton,9868,Jaxton; Justyn; Justen; Jaxtyn; Justine; Juston; Jakayden; Jaxston; Justino; Jostin; Jestin; Jakaiden; Jakaden; Jaxten; Jusitn; Jaxtin; Josedaniel; Justinmichael; Justinkyle; Josten; Justinray
Carl,480001,21,228795,708796,0.47665525696821465,Charlie,155628,Charlie; Carroll; Charley; Carlo; Cyril; Carol; Carrol; Curley; Charly; Cirilo; Carlie; Cheryl; Curlee; Carrell; Caroll; Carole; Carrel; Charle; Carla; Carly; Cyrille
Joe,425338,21,245137,670475,0.5763345856706902,Jay,189715,Jay; Joey; Jai; Joao; Joy; Jc; Jae; Joah; Jehu; Jia; Jo; Jahi; Jah; Jj; Ja; Joh; Jiayi; Jhai; Jaye; Jhay; Jie
Todd,279292,21,139462,418754,0.49934119129799637,Ted,69892,Ted; Teddy; Tate; Tod; Tadeo; Thad; Tad; Tito; Tadao; Tedd; Tadd; Teddie; Tait; Tadeh; Thadeo; Tawhid; Tadei; Tauheed; Tahitoa; Tayte; Theodia
Gavin,185558,21,111770,297328,0.6023453583246209,Giovanni,84271,Giovanni; Giovani; Giovanny; Gavyn; Geovanni; Gaven; Geovanny; Gabino; Geovany; Gavino; Giovany; Geovani; Giovonni; Giovannie; Gavan; Giovan; Govanni; Geovannie; Geovanie; Gavon; Given
Kaleb,84271,21,13785,98056,0.16357940454011463,Kolby,9145,Kolby; Kelby; Kayleb; Khalif; Kalob; Kalib; Kolbe; Khaleb; Kalub; Kaileb; Kalif; Kaeleb; Khaleef; Kalief; Khalifa; Khalief; Kalab; Kolbie; Kalep; Kalev; Kaylob
Ty,44495,21,35389,79884,0.7953477918867289,Theo,27544,Theo; Tye; Teo; Taha; Tai; Tou; Thai; Toy; Tu; Thao; Toua; Taye; Taiyo; Tao; Tayo; Toi; Tae; Tee; Tia; Toa; Tyee
Nasir,16163,21,4120,20283,0.25490317391573347,Nazir,2771,Nazir; Nasser; Nassir; Nazario; Nasario; Nazar; Nazier; Nyzir; Naseer; Nasier; Nysir; Nizar; Naasir; Najir; Nakari; Nahsir; Nasire; Nazaire; Nazeer; Nezar; Nycere
Yusuf,8897,21,27718,36615,3.115432168146566,Yosef,8772,Yosef; Yousef; Yaakov; Yakov; Youssef; Yusef; Yousuf; Yousif; Yoseph; Yaqub; Youssouf; Yusif; Yousaf; Yaacov; Yacqub; Yussuf; Yossef; Yacoub; Yaqoub; Yosuf; Yussef
Yunus,606,21,2411,3017,3.9785478547854787,Yancy,452,Yancy; Young; Younis; Yeng; Yannick; Yanis; Younes; Yonis; Yancey; Yanky; Yong; Yunis; Yannis; Ying; Yang; Yiannis; Yohance; Yohannes; Ynes; Yiyang; Yonas
Marcus,236256,20,101920,338176,0.4313964513070567,Marcos,50300,Marcos; Marquis; Markus; Marquise; Marques; Marquez; Marquese; Markos; Markese; Marquice; Marqus; Markis; Marquies; Markjoseph; Markeese; Maricus; Marguis; Marcjacob; Marcuz; Marquize
Levi,199278,20,14962,214240,0.07508104256365479,Leif,5380,Leif; Lupe; Lev; Levy; Lipa; Leib; Liev; Luby; Levie; Leiby; Lavi; Leevi; Love; Levii; Lovie; Livio; Leavy; Lafe; Liav; Lyfe
Roman,93695,20,102545,196240,1.0944554138427878,Ramon,71016,Ramon; Ronan; Ronin; Raymon; Ramone; Ronen; Rahman; Ramin; Ryman; Romaine; Raymone; Romen; Renan; Ramona; Rehman; Raman; Rameen; Rhonin; Romano; Romon
Caden,69518,20,63515,133033,0.9136482637590264,Cayden,39614,Cayden; Caiden; Caeden; Chayton; Cadyn; Cayetano; Caidyn; Cadin; Caydon; Cotton; Caedon; Caedyn; Cadon; Chatham; Caidan; Caydin; Chetan; Caydan; Chaitanya; Chayden
Kirk,63545,20,20904,84449,0.32896372649303646,Kris,11009,Kris; Krish; Kraig; Kruz; Kross; Karas; Kairos; Khriz; Kreg; Kruze; Khris; Kourosh; Kreigh; Kriss; Kreig; Krishay; Krrish; Kurk; Kyrese; Kyros
Marion,63511,20,47784,111295,0.7523736045724363,Myron,39258,Myron; Mariano; Marino; Merwin; Marwan; Miran; Marin; Moroni; Miron; Marian; Merwyn; Mehran; Miriam; Maurion; Mihran; Marwin; Mariana; Marne; Maureen; Marrion
Amos,27724,20,8447,36171,0.30468186408887604,Amias,1923,Amias; Anish; Anas; Ansh; Ayansh; Ames; Aneesh; Ayaansh; Amogh; Aayansh; Amaziah; Anuj; Amazi; Aeneas; Anik; Anias; Amais; Amish; Anis; Anze
Braylon,17503,20,16199,33702,0.9254984859738331,Braylen,11952,Braylen; Braylin; Braylan; Braelyn; Brylan; Berlin; Brylon; Brallan; Bralyn; Braelon; Brylen; Braylyn; Brailyn; Braelen; Breylon; Bralen; Braelan; Braelin; Breland; Brylin
Hal,11879,20,2716,14595,0.22863877430760166,Howell,1392,Howell; Hoyle; Halo; Hollie; Hallie; Haley; Holly; Helio; Hall; Hailey; Huel; Hill; Hayley; Haloa; Haylee; Hala; Haile; Hailee; Hale; Halley
Zeke,5269,20,10734,16003,2.0371987094325297,Zack,4099,Zack; Zakai; Zeus; Zach; Ziggy; Zac; Zaki; Zak; Zakee; Zaccai; Zuko; Zisha; Zakk; Zakhi; Zishe; Zekai; Zakiah; Zeek; Zekhi; Zexi
Ozzy,2386,20,3686,6072,1.5448449287510477,Ocie,1087,Ocie; Okey; Ozzie; Ossie; Oshea; Oz; Oziah; Oak; Ozie; Oaks; Owais; Oshay; Osie; Osiah; Okie; Oshae; Osa; Osco; Osei; Oso
Esai,1371,20,3056,4427,2.2290299051787015,Esau,978,Esau; Ezio; Eesa; Eziah; Essie; Essa; Esa; Esiah; Eisa; Esaw; Echo; Esco; Ej; Ege; Essiah; Ezz; Eichi; Eiji; Eissa; Eziyah
George,1349470,19,113174,1462644,0.08386551757356592,Greg,74789,Greg; Gregg; Garrick; Gorge; Giorgio; Graig; Georgie; Gehrig; Grace; Georgio; Geroge; Greco; Giorgi; Gorje; Gracie; Greig; Gerrick; Georgia; Greko
Dennis,615672,19,19161,634833,0.0311220909835107,Denis,15709,Denis; Dionicio; Dimas; Deniz; Denise; Dionisio; Dung; Dang; Dong; Dennys; Damacio; Danish; Donnis; Domnick; Dawens; Duong; Damaso; Dionis; Dinesh
Alan,359001,19,359025,718026,1.0000668521814702,Allen,263169,Allen; Allan; Alain; Alen; Alma; Allyn; Alon; Aylan; Alim; Aleem; Alam; Alwyn; Alwin; Alyan; Alyaan; Alana; Aalam; Alian; Aliyan
Leo,236674,19,244142,480816,1.0315539518493793,Lee,217546,Lee; Louie; Loy; Lou; Lew; Lue; Lio; Lewie; Leah; La; Loye; Lawaia; Ly; Li; Lehi; Lo; Le; Loay; Louay
Dominic,186545,19,119688,306233,0.6416039025436222,Dominick,62809,Dominick; Dominique; Domingo; Domenic; Dominik; Domenick; Domenico; Dominque; Domonic; Domonique; Domanic; Domanick; Domonick; Domingos; Domanique; Domenik; Dominga; Dominico; Dominyk
Alvin,152576,19,60955,213531,0.3995058200503356,Alfonso,36003,Alfonso; Alphonso; Alphonse; Alfonzo; Albin; Albino; Alfonza; Alvino; Alfonse; Alphonzo; Alvan; Alphonza; Alban; Alfons; Alphonsus; Albion; Alben; Alven; Alphonsa
Sergio,78592,19,3296,81888,0.041938110749185666,Syrus,661,Syrus; Shreyas; Shraga; Serge; Serjio; Suraj; Sergey; Sirius; Saharsh; Siraj; Sherrick; Searcy; Shrage; Syris; Sergi; Shahrukh; Shariq; Siris; Sirus
Graham,53777,19,2720,56497,0.05057924391468472,Graeme,952,Graeme; Green; Gurney; Garren; Geremy; Garin; Garen; Gerome; Gerren; Geremiah; Garn; Garon; Garron; Guerino; Gurnie; Guerin; Garrin; Garyn; Grahm
Van,22761,19,9153,31914,0.40213523131672596,Vihaan,4613,Vihaan; Von; Viaan; Vinh; Vinny; Vinay; Vann; Vyom; Vihan; Viyan; Vinnie; Vahan; Vian; Vanna; Vin; Vinn; Viyaan; Vonn; Vyan
Robbie,17124,19,19866,36990,1.1601261387526278,Robby,7103,Robby; Rob; Ravi; Robb; Ruby; Reef; Rafe; Roby; Raffi; Ripp; Rip; Rafi; Reeve; Robie; Rafay; Robah; Rube; Rafa; Raef
Abdullah,7045,19,15152,22197,2.1507452093683463,Abdiel,5899,Abdiel; Abdul; Abdulrahman; Abdullahi; Abdulaziz; Abdallah; Abdoulaye; Abdoul; Abdulahi; Abdulloh; Abdel; Abdelrahman; Abdulla; Abdulmalik; Abdoulie; Abdalla; Abdulahad; Abdulai; Abdulwahab
Bronson,6867,19,9903,16770,1.4421144604630842,Branson,5774,Branson; Bernice; Bronx; Burnice; Barrington; Bronislaus; Branch; Bronislaw; Bransen; Burnis; Bransyn; Brinson; Burns; Brance; Bronco; Berenice; Bernis; Branko; Brunson
Yehoshua,1769,19,6115,7884,3.4567552289429058,Yash,1673,Yash; Yeshua; Yoshio; Yeshaya; Yossi; Yukio; Yug; Yishai; Yasuo; Yuki; Yoshua; Yosiah; Yago; Yoshi; Yuji; Yahshua; Yishay; Yuuki; Yusha
Adiel,1708,19,2366,4074,1.3852459016393444,Adil,482,Adil; Adel; Attilio; Atlee; Adael; Adell; Adal; Adley; Attila; Audel; Audley; Atley; Ayodele; Atwell; Adeel; Aadil; Atul; Adlai; Athel
Monica,367,19,1083,1450,2.9509536784741144,Meng,357,Meng; Menashe; Monico; Manish; Monique; Ming; Mong; Mannix; Mansa; Manas; Mingo; Mung; Manasseh; Minos; Manoj; Mayank; Menasha; Minnis; Monaco
Ronald,1079382,18,27768,1107150,0.02572583200386888,Reynaldo,17510,Reynaldo; Ronaldo; Reinaldo; Reynold; Renaldo; Raynaldo; Reinhold; Rumaldo; Rinaldo; Renald; Reynolds; Ronnald; Raynold; Romualdo; Romaldo; Renauld; Reynoldo; Ronold
Eugene,364281,18,6411,370692,0.017599051281840118,Eugenio,3293,Eugenio; Eason; Eshan; Eshaan; Ekam; Ezana; Egan; Ehsan; Ekin; Eisen; Eeshan; Eagan; Exum; Eashan; Egon; Eoghan; Equan; Eswin
Russell,349072,18,38860,387932,0.11132373836916166,Rogelio,22849,Rogelio; Russel; Rojelio; Rosalio; Raziel; Rockwell; Rachel; Roswell; Rushil; Rigel; Raquel; Rozell; Rasool; Rasul; Royzell; Rachael; Raciel; Rochelle
Cole,149497,18,54372,203869,0.3636996060121608,Clay,34380,Clay; Cleo; Cale; Cal; Cael; Cyle; Coley; Colie; Collie; Calloway; Callaway; Chael; Chloe; Cali; Ciel; Callie; Caillou; Cielo
Abraham,94869,18,24702,119571,0.2603801030895235,Abram,15144,Abram; Avraham; Avrohom; Abran; Abhiram; Abrahan; Avrum; Avrumi; Abrahm; Avrumy; Avram; Abrahim; Abrian; Auburn; Avrahom; Avroham; Abrham; Abron
Kristopher,60840,18,30702,91542,0.5046351084812624,Kristian,17499,Kristian; Kristofer; Kristoffer; Khristian; Karsten; Krystian; Khristopher; Kristen; Kristin; Kristofor; Kristoff; Kristoph; Krystopher; Karston; Kristina; Krystal; Kirsten; Kristofe
Horace,44990,18,16755,61745,0.37241609246499224,Harris,10375,Harris; Horacio; Hiroshi; Haris; Hershy; Hersh; Harsh; Haruki; Harish; Hiroki; Hrag; Hrach; Hersch; Hersey; Harsha; Haaris; Harce; Haruyoshi
Kendrick,29713,18,6761,36474,0.22754349947834282,Kentrell,2641,Kentrell; Keandre; Kendric; Kendarius; Keondre; Kendrix; Kendry; Kendarious; Kendrell; Kendra; Kenderick; Kentravious; Keyondre; Kentaro; Kendarrius; Keiondre; Kendriel; Kentravion
Percy,23032,18,23471,46503,1.0190604376519625,Pierce,15429,Pierce; Paris; Parrish; Price; Parsa; Parks; Parris; Pryce; Park; Pearce; Parish; Parke; Phares; Praise; Perris; Piers; Perez; Pearse
Demarcus,11747,18,7075,18822,0.6022814335575041,Demarco,3463,Demarco; Damarcus; Demarius; Damarius; Demarkus; Dmarcus; Damarco; Demarko; Demarquis; Dmarco; Denarius; Demarious; Demorris; Denorris; Damaris; Demaris; Demarquez; Demarques
Hank,11739,18,19779,31518,1.6848964988499873,Hans,9418,Hans; Hamza; Hamzah; Humza; Hung; Hoang; Heinz; Hong; Hamsa; Haynes; Hanoch; Henoch; Haines; Hamish; Hamse; Hamze; Haneesh; Henok
Devonte,10068,18,15179,25247,1.507647993643226,Devante,6736,Devante; Davonte; Devonta; Devontae; Davante; Davonta; Davontae; Devontay; Dvonte; Davontay; Devanta; Devondre; Dvante; Divante; Davinder; Devendra; Devindra; Devontre
Semaj,5751,18,9409,15160,1.6360632933402885,Seamus,5243,Seamus; Simcha; Sanjay; Seneca; Shamus; Sang; Shameek; Sung; Seng; Shinichi; Samaj; Shaunak; Sheamus; Semisi; Samik; Sims; Samyak; Semaje
Abe,4165,18,5947,10112,1.4278511404561824,Avi,4124,Avi; Ayub; Abhay; Ayoub; Ab; Avyay; Ayyub; Abie; Ava; Abu; Abba; Ayuub; Abby; Abou; Awab; Abhi; Abbie; Avo
Demond,4107,18,3435,7542,0.8363769174579986,Demonte,1162,Demonte; Diamond; Damond; Damonte; Demonta; Demontre; Diamante; Demontae; Diamonte; Damontae; Demont; Demondre; Demontray; Daymond; Damonta; Deamonte; Dmonte; Dominador
Jerrell,4013,18,7197,11210,1.7934213805133317,Jarrell,1567,Jarrell; Jariel; Jarell; Jerel; Jerrel; Jerell; Jeriel; Jorel; Jarel; Jarrel; Jearl; Jorell; Joriel; Jerelle; Jahrel; Jahrell; Jeral; Jerrol
Ramsey,2646,18,4854,7500,1.8344671201814058,Reyansh,2356,Reyansh; Renzo; Rance; Ronak; Remigio; Riyansh; Ramzi; Rayansh; Reyaansh; Renwick; Ramzy; Remus; Remijio; Rennick; Rameek; Ramesh; Ramsay; Renji
Kamal,1248,18,2786,4034,2.2323717948717947,Kamil,1037,Kamil; Kunal; Kainalu; Kamuela; Kenley; Keniel; Kamel; Kamilo; Kanaloa; Kemuel; Kamalei; Koamalu; Kamaal; Kaniela; Kenniel; Kaimalu; Kemal; Kwamel
Yohan,795,18,1446,2241,1.818867924528302,Yonah,476,Yonah; Yona; Yan; Yoni; Yanni; Yuma; Yianni; Yoan; Yohann; Yann; Yoneo; Yian; Yunay; Yama; Yuan; Yen; Yihan; Yony
Larry,804044,17,193894,997938,0.2411484943610051,Leroy,189015,Leroy; Leeroy; Lauro; Laura; Lior; Laurie; Larue; Lary; Lawyer; Lori; Leor; Larrie; Laroy; Lory; Leory; Lowery; Lowry
Rodney,243713,17,16944,260657,0.06952439960117023,Raiden,10814,Raiden; Rayden; Ryden; Ridwan; Ridhaan; Rhythm; Raidyn; Reyden; Royden; Rhydian; Radin; Radwan; Raeden; Raydon; Ratana; Rothana; Rydan
Garrett,131133,17,65623,196756,0.5004308602716326,Grady,46417,Grady; Garret; Garth; Garett; Gareth; Gerrit; Garet; Gerad; Gerado; Gerrod; Gordy; Gerrad; Gordie; Gradie; Gared; Garreth; Geordy
Tristan,121554,17,48240,169794,0.3968606545239153,Tristen,19738,Tristen; Triston; Tristin; Tristian; Trystan; Tristyn; Thurston; Tryston; Trysten; Treston; Torsten; Trystin; Trustin; Thorsten; Traxton; Tristain; Trust
Grayson,120336,17,69706,190042,0.5792614014093871,Greyson,56510,Greyson; Garrison; Graysen; Gerson; Greysen; Gershon; Gracen; Gurshan; Gerasimos; Graeson; Graycen; Gurshaan; Graciano; Gracin; Graison; Grason; Graesyn
Wilbur,49276,17,83958,133234,1.7038314798279082,Wilbert,35011,Wilbert; Wilfred; Wilfredo; Wilburn; Wilford; Wilber; Wilfrid; Welford; Wilfrido; Wilberto; Walfred; Wilbern; Wilburt; Wilborn; Wilferd; Wilberth; Wilver
Morgan,39169,17,5827,44996,0.14876560545329215,Marshawn,1437,Marshawn; Markanthony; Marcoantonio; Marquan; Marcanthony; Morrison; Marciano; Marshaun; Marcin; Marshon; Marsean; Markham; Marken; Marshun; Markandrew; Mergim; Morgen
King,32677,17,31376,64053,0.960186063592129,Knox,20877,Knox; Kenzo; Kenji; Kyng; Kong; Khang; Kinnick; Keng; Kenichi; Kamazi; Knoxx; Kunga; Kiansh; Kiyansh; Kanji; Kenzie; Kimsey
Ramiro,22727,17,1711,24438,0.07528490341884103,Romario,459,Romario; Ramir; Romero; Rahmir; Rainier; Rainer; Remer; Renner; Romir; Romari; Reiner; Raymir; Ramari; Raymar; Rayner; Raynor; Romar
Coy,12039,17,3103,15142,0.2577456599385331,Cy,933,Cy; Che; Cai; Cj; Chue; Caio; Chee; Cha; Chai; Chi; Chao; Cauy; Chia; Choua; Chau; Chay; Coe
Talon,10179,17,8280,18459,0.8134394341290893,Talan,2889,Talan; Tylan; Taylen; Tylen; Talen; Taylin; Taylon; Tylon; Thelma; Tylin; Taylan; Tallon; Talyn; Talin; Thielen; Tallen; Tilian
Soren,8126,17,2216,10342,0.2727048978587251,Sherwin,1116,Sherwin; Sharon; Shreyan; Shriyan; Sriyan; Srihan; Sorin; Sarim; Sherron; Srihaan; Sheron; Shrihan; Suren; Sharone; Sharron; Shrihaan; Shuraim
Sandy,6156,17,11083,17239,1.8003573749187785,Saint,4838,Saint; Santo; Smith; Shant; Santi; Sanad; Samad; Summit; Samaad; Sumeet; Shanti; Shenouda; Shaunt; Shonte; Shaunte; Shawnta; Sumit
Manny,1967,17,1681,3648,0.8546009150991357,Minh,871,Minh; Menno; Mina; Mannie; Manu; Min; Mohan; Man; Minnie; Mana; Mena; Manoah; Mayan; Menua; Mahan; Mahin; Moon
Lawrence,444707,16,114519,559226,0.2575156226459219,Lorenzo,77676,Lorenzo; Laurence; Lorenza; Lawerence; Lawrance; Laurance; Lorenz; Loring; Larence; Larenz; Lorenso; Lawernce; Lawerance; Larenzo; Larwence; Laurencio
Roy,379134,16,202585,581719,0.5343361450041411,Ray,190874,Ray; Rey; Rio; Ryu; Rui; Ryo; Rye; Rei; Rai; Roi; Rhea; Ra; Reo; Rae; Roe; Rowe
Craig,296287,16,191949,488236,0.6478482012373138,Chris,141503,Chris; Cruz; Cyrus; Cris; Cross; Croix; Cruze; Chirag; Criss; Creek; Corky; Cruise; Cherokee; Crews; Carrick; Chriss
Cody,288424,16,281158,569582,0.9748079216708735,Chad,238125,Chad; Cade; Coty; Chet; Codey; Codie; Chadd; Cayde; Codi; Coda; Cato; Coyt; Chidi; Cote; Coyote; Coyte
Joel,274755,16,68448,343203,0.2491237648086477,Julio,59819,Julio; Jewel; Jewell; Jael; Jowell; Joell; Julie; Julia; Juel; Jule; Jill; Joelle; Jahel; July; Jayla; Jayel
Dale,274096,16,29375,303471,0.1071704804156208,Doyle,26671,Doyle; Del; Dell; Doyal; Dael; Diallo; Deloy; Daiel; Dayle; Dewell; Dail; Dal; Delia; Doil; Doyel; Duilio
Randall,194788,16,79108,273896,0.4061235805080395,Randolph,44272,Randolph; Randal; Randell; Randel; Randle; Rondell; Rondal; Randolf; Rondall; Randol; Rondle; Rendell; Randale; Rondale; Randiel; Rondel
Landon,181034,16,51891,232925,0.286636764364705,Landen,25214,Landen; Landyn; London; Lyndon; Landin; Landan; Linden; Linton; Lenton; Lynden; Londyn; Lindon; Landynn; Lendon; Londen; Lunden
Jorge,135952,16,6328,142280,0.04654583970813228,Jericho,3311,Jericho; Jairus; Jarius; Jorje; Jerrick; Jarek; Jerick; Jeric; Jersey; Jerico; Jarious; Jarrick; Jarrius; Jeriko; Jeris; Jrake
Gene,122083,16,28143,150226,0.23052349630988753,Gianni,13198,Gianni; Gino; Gian; Geno; Gionni; Gohan; Gwyn; Gina; Guinn; Gianny; Gennie; Giann; Gean; Giani; Gjon; Guhan
Tanner,95791,16,3133,98924,0.03270662170767609,Tamir,1171,Tamir; Tymir; Timur; Tymere; Tamer; Tomer; Tahmir; Tamar; Taimur; Tymeer; Tamari; Tymeir; Tamara; Taner; Tannor; Temur
Chance,51890,16,4898,56788,0.09439198304104837,Chauncey,3918,Chauncey; Cheng; Cuong; Chong; Chang; Chanse; Chancey; Chanoch; Chauncy; Chung; Canek; Chuong; Chancy; Cinque; Cinch; Cung
Loren,40324,16,8361,48685,0.20734550143834937,Laron,2490,Laron; Lauren; Lorne; Lorin; Loran; Leron; Laramie; Lorena; Lorraine; Loraine; Lorrin; Lauryn; Laureano; Laurien; Lerone; Lorn
Terrell,32505,16,17962,50467,0.5525919089370867,Tyrell,13356,Tyrell; Tyrel; Terrill; Terell; Terrel; Tyrelle; Tarell; Tarrell; Tirrell; Terryl; Tyrrell; Terral; Terrelle; Terril; Thurl; Torrell
Thurman,12314,16,16175,28489,1.3135455579015753,Truman,9970,Truman; Tremaine; Tremayne; Tramaine; Therman; Tiernan; Thurmond; Thurmon; Trumaine; Tremain; Thermon; Termaine; Tramayne; Tramon; Trimayne; Trueman
Nigel,9172,16,17325,26497,1.8889010030527693,Nikolai,8480,Nikolai; Nikhil; Nikola; Nicola; Nicole; Nicolai; Nicolo; Niccolo; Nicholai; Nikolay; Nikoli; Nicoli; Necalli; Nichelle; Nickolai; Nygel
Saverio,830,16,1489,2319,1.7939759036144578,Severo,722,Severo; Sabir; Saburo; Savior; Spiro; Shavar; Skipper; Saviour; Saabir; Saafir; Sabree; Sabar; Sabbir; Savier; Savir; Seaver
Treyson,561,16,1122,1683,2.0,Treshawn,436,Treshawn; Trequan; Trajan; Traquan; Treshaun; Tresean; Treysen; Tracen; Trejon; Trayson; Trashawn; Treyshawn; Trason; Treshon; Trayshawn; Treshun
Anil,377,16,752,1129,1.9946949602122015,Aniello,247,Aniello; Amiel; Anuel; Anmol; Amelio; Amil; Amelia; Amel; Amilio; Aniel; Amalio; Amael; Ameal; Amell; Anel; Anyelo
Gary,899507,15,61041,960548,0.06786050581040504,Garry,43907,Garry; Gerry; Grey; Gray; Geary; Ger; Garey; Gery; Gor; Garo; Goro; Goree; Giro; Grae; Guerry
Eric,884907,15,239565,1124472,0.27072336415013104,Erik,154595,Erik; Erick; Erich; Eros; Erica; Eryk; Erika; Errick; Eriq; Erek; Eryx; Erico; Eirik; Eris; Errik
Dustin,206223,15,18230,224453,0.0883994510796565,Daxton,12934,Daxton; Destin; Dustyn; Dustan; Dusten; Daxtyn; Duston; Dastan; Daxten; Destiny; Destyn; Dexton; Daxtin; Destan; Deston
Carter,195962,15,3369,199331,0.0171921086741307,Cartier,1443,Cartier; Cordero; Cordarius; Cordaro; Corderro; Cordarryl; Cordaryl; Cordarrius; Cordera; Cordarious; Cardarius; Carder; Cordarro; Cordario; Corderius
Rafael,84403,15,19420,103823,0.23008660829591365,Raphael,18125,Raphael; Raffaele; Ripley; Refael; Rapheal; Rebel; Refoel; Rafeal; Robel; Rafal; Ruble; Rafuel; Revel; Robley; Rubel
Jameson,56837,15,36362,93199,0.6397593117159597,Jamison,17667,Jamison; Jensen; Johnson; Jenson; Jansen; Jamieson; Janson; Jaymeson; Jensyn; Jenkins; Janssen; Jaimeson; Jamesen; Jamisen; Jimson
Zayden,29917,15,12609,42526,0.42146605608851156,Zaiden,10210,Zaiden; Zaden; Zaidyn; Zidane; Zaedyn; Zaydan; Zidan; Zaeden; Zaidan; Zaydin; Zaydon; Zaydyn; Zadyn; Zyden; Zaydn
Maximiliano,21246,15,25099,46345,1.1813517838651981,Maximilian,16219,Maximilian; Mckinley; Maximillian; Maximilliano; Maksymilian; Maxemiliano; Maximillion; Maximilien; Massimiliano; Muzamil; Maxamillion; Maximili; Maximillan; Maxmillian; Maxymilian
Boyd,21197,15,45204,66401,2.1325659291409162,Buddy,17933,Buddy; Bodhi; Bodie; Bud; Bode; Betty; Buddie; Bodi; Budd; Bohdi; Bodee; Bodey; Beth; Batu; Beto
Kobe,21069,15,10369,31438,0.4921448573733922,Kip,4528,Kip; Koby; Kobi; Kobie; Kofi; Kaipo; Kipp; Kavi; Kove; Kaveh; Kobey; Kuba; Kupaa; Keefe; Kippy
Arjun,10069,15,2407,12476,0.23905055119674248,Arsenio,892,Arsenio; Argenis; Arjan; Arsen; Arshan; Arjen; Arkan; Arcangel; Arkeem; Arjuna; Arjunreddy; Arcangelo; Arjenis; Arcenio; Arson
Burl,4019,15,5404,9423,1.3446130878327942,Braulio,3554,Braulio; Beryl; Briley; Burley; Berl; Berel; Broly; Burrell; Brylee; Byrl; Burrel; Beril; Birl; Burlie; Burwell
Avyaan,1609,15,5257,6866,3.267246737103791,Avion,1292,Avion; Aven; Avyan; Avian; Ayven; Avan; Avin; Affan; Avon; Aiven; Aavyan; Abyan; Aaban; Aveon; Abayomi
Nery,821,15,650,1471,0.7917174177831913,Neri,189,Neri; Noor; Nyaire; Nour; Nero; Nuri; Nihar; Nyyear; Nyair; Nora; Nori; Norio; Noar; Nereo; Nore
Billy,380732,14,200395,581127,0.5263413634787725,Bill,154318,Bill; Billie; Bailey; Buel; Blue; Baylee; Buell; Bleu; Blu; Bayley; Baily; Billey; Billye; Bela
Caleb,316163,14,57127,373290,0.18068844235410217,Colby,50984,Colby; Cliff; Cleve; Clive; Cayleb; Calob; Colbey; Caeleb; Caliph; Calab; Calub; Cleave; Caileb; Calib
Adrian,263417,14,9603,273020,0.036455505908882115,Adrien,6234,Adrien; Adrain; Adriano; Adryan; Adriana; Adrean; Adron; Adrienne; Aydrian; Adriane; Aadhiran; Adarian; Adrin; Adrion
Clyde,129465,14,114034,243499,0.8808094851890472,Claude,76532,Claude; Colt; Claud; Claudio; Claudie; Cloyd; Cleotha; Claudia; Cloud; Child; Clide; Cleto; Claudy; Clete
Sidney,74459,14,19649,94108,0.26389019460374163,Stan,5210,Stan; Sutton; Stone; Sydney; Stoney; Shayden; Sadamu; Sadam; Saddam; Seydina; Shaydon; Sten; Stiney; Stony
Armando,72532,14,34407,106939,0.4743699332708322,Armani,13431,Armani; Armand; Arman; Armaan; Armon; Armen; Armin; Armond; Armoni; Armondo; Aryaman; Armany; Armend; Armanii
